steps,num_customers,num_products,num_retailers,num_customers_willing_to_share_info,learning_rate_gen_ai,learning_rate_customer,capacity_gen_ai,creativity_gen_ai,total_steps,LowSatisfaction,MediumSatisfaction,HighSatisfaction,Sales,Sales (Willing),Sales (Unwilling),Sold Products,Sold Products (Willing),Sold Products (Unwilling),Average Seller Rating,Average Satisfaction,Willing to Share Customers,Unwilling to Share Customers,Number of Products,mean_purchase_position,AIC Linear (Sum),AIC Quadratic (Sum),AIC Cubic (Sum),AIC Quartic (Sum),AIC Quartic (Minimum)
42,100,100,20,100,0.9,0.3,0.3,1.7625852924553325,1000,19,11,70,1197.2556209220352,1197.2556209220352,0,436,436,0,3.2827479410001836,2.602386391284097,100,0,100,36.05116666666666,10.220056034428694,-23.945809465104617,-21.612047401824668,-32.42901328502137,-80.79752366001384
43,100,100,20,100,0.9,0.3,0.3,1.7812254601015975,1000,19,11,70,1241.1530179963775,1241.1530179963775,0,455,455,0,3.3492479410001836,2.6574251130787445,100,0,100,33.93533333333333,-0.07196858688530483,-68.18034872177327,-68.08137890527888,-82.98628501562143,-82.98628501562143
44,100,100,20,100,0.9,0.3,0.3,1.8012256454826625,1000,19,5,76,1304.669649062333,1304.669649062333,0,478,478,0,3.4097479410001825,2.7178217109131286,100,0,100,31.0345,17.82351790454217,-12.209091206741476,-8.074139955396419,-11.29447211035469,-82.98628501562143
45,100,100,20,100,0.9,0.3,0.3,1.8190138636899553,1000,19,4,77,1289.0423323788787,1289.0423323788787,0,459,459,0,3.482747941000182,2.772621710913129,100,0,100,33.48783333333333,-11.723322877371544,-58.78796574804349,-53.23017082548253,-56.23012258359225,-82.98628501562143
46,100,100,20,100,0.9,0.3,0.3,1.8366581765557093,1000,19,5,76,1311.4955218394534,1311.4955218394534,0,465,465,0,3.547479215043142,2.828065343950301,100,0,100,33.24216666666667,-17.898303709279645,-72.11934217707383,-72.38306956730938,-81.14382264589793,-82.98628501562143
47,100,100,20,100,0.9,0.3,0.3,1.8516122442741163,1000,19,3,78,1276.3482125135831,1276.3482125135831,0,451,451,0,3.604479215043143,2.875849395741251,100,0,100,33.453833333333336,-0.9856896420251644,-28.07805535586047,-27.828573941651513,-33.45459992301775,-82.98628501562143
48,100,100,20,100,0.9,0.3,0.3,1.8670568528908422,1000,19,2,79,1340.6809748432997,1340.6809748432997,0,465,465,0,3.6583425849759337,2.9260626088317423,100,0,100,32.267,2.5692312043448453,-37.18739164495233,-35.352512274611655,-46.447691806579,-82.98628501562143
49,100,100,20,100,0.9,0.3,0.3,1.8809269422676198,1000,19,2,79,1323.4094552347344,1323.4094552347344,0,457,457,0,3.7143134547561183,2.9718626088317417,100,0,100,33.133833333333335,5.331361082548483,-45.49813866043445,-46.16937098076079,-49.235922394895226,-82.98628501562143
50,100,100,20,100,0.9,0.3,0.3,1.8965080713309914,1000,19,2,79,1373.922141822273,1373.922141822273,0,474,474,0,3.7503134547561188,3.0242189937851487,100,0,100,31.804666666666666,-8.338946942258417,-49.91001713730924,-43.453391053622624,-41.28640272671379,-82.98628501562143
51,100,100,20,100,0.9,0.3,0.3,1.9103873458384304,1000,19,1,80,1288.182496130439,1288.182496130439,0,473,473,0,3.76649003972868,3.0715872184274775,100,0,100,32.029333333333334,15.387933540036329,-26.822918372682693,-25.47982125457679,-21.499669188586722,-82.98628501562143
52,100,100,20,100,0.9,0.3,0.3,1.92247064847979,1000,19,1,80,1299.6875355146956,1299.6875355146956,0,454,454,0,3.7929900397286795,3.113387218427478,100,0,100,31.9075,1.9645963611790762,-44.31016410435075,-46.64951927310176,-43.75045866169057,-82.98628501562143
53,100,100,20,100,0.9,0.3,0.3,1.9332030757677288,1000,19,1,80,1280.2785196954908,1280.2785196954908,0,466,466,0,3.8054900397286793,3.1509621879488168,100,0,100,33.214166666666664,9.898369414275919,-36.721370271124215,-32.07826858952217,-42.31847952723035,-82.98628501562143
54,100,100,20,100,0.9,0.3,0.3,1.9462992106672194,1000,19,1,80,1343.8178208378358,1343.8178208378358,0,479,479,0,3.8234900397286795,3.197489695044409,100,0,100,30.256999999999998,8.46289158204138,-32.31614461254247,-30.850542869896458,-25.534901420661242,-82.98628501562143
55,100,100,20,100,0.9,0.3,0.3,1.9574899094431395,1000,17,3,80,1327.6053505389928,1327.6053505389928,0,463,463,0,3.8419900397286795,3.237748211654295,100,0,100,33.2285,-16.373770389014567,-66.57691597119606,-61.053177009534124,-59.385901655698774,-82.98628501562143
56,100,100,20,100,0.9,0.3,0.3,1.9673982032560347,1000,17,3,80,1273.8061476541359,1273.8061476541359,0,462,462,0,3.8599900397286797,3.27379007155508,100,0,100,32.738166666666665,-8.222877900846868,-75.54151811024639,-78.54969148841337,-74.00678481636379,-82.98628501562143
57,100,100,20,100,0.9,0.3,0.3,1.9761910671438374,1000,18,2,80,1293.1266094447192,1293.1266094447192,0,462,462,0,3.88599003972868,3.3060900715550803,100,0,100,32.27316666666666,-19.801793607888555,-75.13551901820244,-73.9535661590034,-66.41136742946509,-82.98628501562143
58,100,100,20,100,0.9,0.3,0.3,1.986438047009893,1000,17,3,80,1336.3145373386944,1336.3145373386944,0,478,478,0,3.9099900397286795,3.344165175131004,100,0,100,32.25083333333333,-10.448663826536745,-79.86609867183421,-74.6487715636539,-74.69443161281373,-82.98628501562143
59,100,100,20,100,0.9,0.3,0.3,1.9924618508420597,1000,17,3,80,1322.0571245097772,1322.0571245097772,0,458,458,0,3.925990039728679,3.3666988791420347,100,0,100,33.590666666666664,12.030833350547027,-58.891295548105404,-59.753021859239425,-63.74732186155825,-82.98628501562143
60,100,100,20,100,0.9,0.3,0.3,2.0000167523614216,1000,17,3,80,1399.5829382663014,1399.5829382663014,0,470,470,0,3.9469900397286795,3.3951993196963794,100,0,100,32.134666666666675,-22.726459659132786,-113.6166784395565,-113.81286423506577,-107.40657220558069,-113.81286423506577
61,100,100,20,100,0.9,0.3,0.3,2.007665032361174,1000,17,2,81,1312.3714015291287,1312.3714015291287,0,490,490,0,3.9679900397286803,3.4242993196963796,100,0,100,32.15283333333334,-27.88152725005631,-69.15817500906928,-63.28056572874823,-60.304503078536754,-113.81286423506577
62,100,100,20,100,0.9,0.3,0.3,2.0136178634509982,1000,17,2,81,1326.3887222220496,1326.3887222220496,0,461,461,0,3.98499003972868,3.4470993196963797,100,0,100,32.69033333333333,-26.134656652242228,-90.05633218986614,-95.4233234268269,-98.0208185551381,-113.81286423506577
63,100,100,20,100,0.9,0.3,0.3,2.0205760483553403,1000,16,3,81,1312.4880280945376,1312.4880280945376,0,469,469,0,4.0059900397286805,3.4739575855072697,100,0,100,32.143833333333326,-17.559718147882876,-71.12945869749078,-91.41936695508426,-88.06146366335864,-113.81286423506577
64,100,100,20,100,0.9,0.3,0.3,2.0288248973736946,1000,16,3,81,1326.449017297898,1326.449017297898,0,474,474,0,4.02199003972868,3.5060922809180592,100,0,100,32.82149999999999,-6.762360788051609,-61.331875085514156,-58.05671253304965,-51.474939222311406,-113.81286423506577
65,100,100,20,100,0.9,0.3,0.3,2.03513299154051,1000,17,1,82,1367.351608930553,1367.351608930553,0,473,473,0,4.04049003972868,3.530839914997789,100,0,100,32.595166666666664,-21.67859456596372,-82.58591052123367,-102.2538414749122,-97.85306661662773,-113.81286423506577
66,100,100,20,100,0.9,0.3,0.3,2.042690409561033,1000,16,2,82,1362.1414111024617,1362.1414111024617,0,478,478,0,4.0593712391551,3.560739914997788,100,0,100,31.264833333333332,-3.7821650682756456,-51.331417343608024,-50.70860242408136,-48.37438755207697,-113.81286423506577
67,100,100,20,100,0.9,0.3,0.3,2.0483999472842207,1000,16,2,82,1319.1770081396326,1319.1770081396326,0,459,459,0,4.072871239155099,3.5834732211491036,100,0,100,34.08533333333333,-3.603909936643305,-63.70364311268773,-57.45888053112154,-51.05209692453505,-113.81286423506577
68,100,100,20,100,0.9,0.3,0.3,2.05242542450326,1000,16,3,81,1334.1625882036726,1334.1625882036726,0,464,464,0,4.0898712391551,3.599573221149103,100,0,100,32.37616666666667,5.519476298185424,-51.06979207601111,-57.36785754035756,-51.52983990613458,-113.81286423506577
69,100,100,20,100,0.9,0.3,0.3,2.057942059250938,1000,14,5,81,1365.256551889366,1365.256551889366,0,476,476,0,4.110371239155098,3.6217732211491036,100,0,100,31.727833333333333,-1.1569035302022428,-47.953108311710906,-46.50354430741962,-43.999657869062304,-113.81286423506577
70,100,100,20,100,0.9,0.3,0.3,2.063091257440928,1000,15,2,83,1357.2248294051078,1357.2248294051078,0,461,461,0,4.1248712391551,3.6426138217019264,100,0,100,31.36833333333333,-37.448105248966925,-110.82054246169335,-116.85012739393008,-113.32587324198775,-116.85012739393008
71,100,100,20,100,0.9,0.3,0.3,2.06917729002005,1000,14,3,83,1346.557400042106,1346.557400042106,0,473,473,0,4.141871239155099,3.667413821701926,100,0,100,32.693333333333335,-24.756726330274574,-74.37342197753324,-74.67003011311667,-74.12680628684794,-116.85012739393008
72,100,100,20,100,0.9,0.3,0.3,2.075727468382903,1000,14,4,82,1400.9567111289653,1400.9567111289653,0,492,492,0,4.1653712391551,3.6943008545053146,100,0,100,30.481666666666666,0.3103250922650034,-68.6334616558652,-82.8286010480148,-77.34693512774774,-116.85012739393008
73,100,100,20,100,0.9,0.3,0.3,2.0830490582834726,1000,13,2,85,1407.9574561294382,1407.9574561294382,0,505,505,0,4.1833712391550995,3.724600854505314,100,0,100,29.30566666666667,-12.20442375151086,-65.86063171834681,-64.8464750718828,-61.65559142939625,-116.85012739393008
74,100,100,20,100,0.9,0.3,0.3,2.088233262844633,1000,13,2,85,1414.1594983587963,1414.1594983587963,0,493,493,0,4.196371239155099,3.7461797010532325,100,0,100,29.8845,-5.545815879597086,-62.0905530902385,-62.589138667615174,-65.38847765714823,-116.85012739393008
75,100,100,20,100,0.9,0.3,0.3,2.0927657688734658,1000,13,1,86,1446.5691120181443,1446.5691120181443,0,489,489,0,4.2148712391551,3.7651413966976093,100,0,100,29.471999999999998,-11.431163005619482,-83.50492670752251,-99.25184177103884,-100.8759953635076,-116.85012739393008
76,100,100,20,100,0.9,0.3,0.3,2.097430310396587,1000,13,1,86,1362.9035830835035,1362.9035830835035,0,484,484,0,4.2313712391551,3.784757126443414,100,0,100,30.76033333333334,-31.735408925641224,-87.34819803155997,-92.80710500759116,-93.6668714158869,-116.85012739393008
77,100,100,20,100,0.9,0.3,0.3,2.1034065987419677,1000,12,2,86,1375.3751217664073,1375.3751217664073,0,490,490,0,4.251969338253858,3.8100571264434135,100,0,100,29.995833333333334,-21.531731751082106,-71.42990131205849,-79.59101605648019,-91.62979893866006,-116.85012739393008
78,100,100,20,100,0.9,0.3,0.3,2.1057390856534886,1000,12,1,87,1397.9291827149018,1397.9291827149018,0,481,481,0,4.265969338253858,3.8199571264434145,100,0,100,29.37933333333334,-22.07629367073079,-101.76195221574463,-142.66363238159408,-165.04214276845119,-165.04214276845119
79,100,100,20,100,0.9,0.3,0.3,2.109095668056698,1000,12,1,87,1455.9155390048318,1455.9155390048318,0,488,488,0,4.279969338253858,3.834257126443414,100,0,100,28.903333333333336,-24.476246389334364,-98.68593440047513,-123.11792668668338,-129.7179630679808,-165.04214276845119
80,100,100,20,100,0.9,0.3,0.3,2.113533472085567,1000,12,0,88,1388.5483505966,1388.5483505966,0,477,477,0,4.2999693382538595,3.8532571264434132,100,0,100,31.18583333333333,-37.732760886368425,-96.25251071111089,-103.75628257958246,-102.85110770514385,-165.04214276845119
81,100,100,20,100,0.9,0.3,0.3,2.1186094337295676,1000,11,2,87,1430.425186765327,1430.425186765327,0,496,496,0,4.313469338253858,3.8751125963380746,100,0,100,29.569833333333335,-34.462685158877576,-95.90210457166697,-113.23478768172791,-107.05552757880017,-165.04214276845119
82,100,100,20,100,0.9,0.3,0.3,2.1231846326741484,1000,11,2,87,1430.817847685731,1430.817847685731,0,502,502,0,4.329969338253859,3.894912596338074,100,0,100,29.504666666666672,-37.26183004978472,-103.26162936723952,-111.73483969008439,-109.71462832496834,-165.04214276845119
83,100,100,20,100,0.9,0.3,0.3,2.124522849697597,1000,11,4,85,1368.5652788203183,1368.5652788203183,0,463,463,0,4.350469338253859,3.900712596338074,100,0,100,31.216166666666666,-58.98776309124381,-155.28194116456166,-165.8518003162834,-169.38911744886968,-169.38911744886968
84,100,100,20,100,0.9,0.3,0.3,2.126870127928411,1000,11,4,85,1408.005179436195,1408.005179436195,0,482,482,0,4.36296933825386,3.9109125963380746,100,0,100,30.010166666666663,-39.54099192214048,-108.55605623914275,-119.70390413685712,-116.6438779959336,-169.38911744886968
85,100,100,20,100,0.9,0.3,0.3,2.1308591422777408,1000,11,3,86,1372.8941572674594,1372.8941572674594,0,488,488,0,4.374436455595083,3.9283238632930644,100,0,100,31.179500000000008,-53.27693571375741,-120.41633369098187,-121.06580149187525,-125.22206755506977,-169.38911744886968
86,100,100,20,100,0.9,0.3,0.3,2.1337138752955718,1000,11,2,87,1408.270471560719,1408.270471560719,0,493,493,0,4.387436455595084,3.9408238632930637,100,0,100,29.651666666666664,-25.38243255417777,-78.85065469874192,-78.80468779058194,-76.05061993118844,-169.38911744886968
87,100,100,20,100,0.9,0.3,0.3,2.1373930572607582,1000,11,3,86,1396.158912043072,1396.158912043072,0,488,488,0,4.398936455595083,3.9570000000000003,100,0,100,30.15533333333334,-36.20369009352234,-122.08331284436414,-142.21597892392037,-148.96455375577068,-169.38911744886968
88,100,100,20,100,0.9,0.3,0.3,2.1415136046546,1000,10,4,86,1420.192076210731,1420.192076210731,0,492,492,0,4.408936455595084,3.9752000000000005,100,0,100,29.803500000000003,-26.307769447351433,-81.39581693781227,-86.53105139226224,-85.05518114565089,-169.38911744886968
89,100,100,20,100,0.9,0.3,0.3,2.1440872262870685,1000,10,2,88,1383.547860096757,1383.547860096757,0,490,490,0,4.418436455595084,3.9866,100,0,100,29.897000000000002,-36.51902631974983,-96.8777887028663,-114.48320735323611,-124.51877304695631,-169.38911744886968
90,100,100,20,100,0.9,0.3,0.3,2.146181873300257,1000,11,2,87,1422.8436629046435,1422.8436629046435,0,482,482,0,4.429460480460051,3.9959000000000002,100,0,100,30.697333333333336,-47.44169236596329,-125.52871746851915,-138.82094920515124,-139.09573990086528,-169.38911744886968
91,100,100,20,100,0.9,0.3,0.3,2.151399329510448,1000,10,3,87,1471.6113634509363,1471.6113634509363,0,503,503,0,4.440460480460051,4.0192000000000005,100,0,100,28.192666666666664,-29.479566602232154,-104.58436762893953,-105.31346277100513,-99.06958087103172,-169.38911744886968
92,100,100,20,100,0.9,0.3,0.3,2.152361178646772,1000,10,3,87,1431.998026211353,1431.998026211353,0,476,476,0,4.448460480460051,4.0235,100,0,100,29.675666666666665,-36.863675791153895,-85.97326157770314,-103.12721498042063,-106.84797517367647,-169.38911744886968
93,100,100,20,100,0.9,0.3,0.3,2.1548595056599327,1000,10,3,87,1419.709567135594,1419.709567135594,0,487,487,0,4.455460480460052,4.0347,100,0,100,29.223500000000005,-31.274965681649547,-78.53902561559264,-84.11568625628601,-78.23385115980741,-169.38911744886968
94,100,100,20,100,0.9,0.3,0.3,2.158812621020821,1000,10,3,87,1427.6912050337453,1427.6912050337453,0,499,499,0,4.464555373700411,4.0525,100,0,100,28.582500000000003,-38.13126885237031,-97.9627534371003,-104.19442424799414,-97.95908350284404,-169.38911744886968
95,100,100,20,100,0.9,0.3,0.3,2.1610280056362057,1000,10,3,87,1482.1853270060437,1482.1853270060437,0,493,493,0,4.468555373700411,4.0625,100,0,100,29.632166666666667,-49.586201876563365,-108.59754781259673,-113.58180574346093,-110.34618194501488,-169.38911744886968
96,100,100,20,100,0.9,0.3,0.3,2.1639868613490547,1000,11,2,87,1477.5158418526994,1477.5158418526994,0,496,496,0,4.475055373700411,4.075900000000001,100,0,100,29.400833333333335,-51.9935928786206,-125.77212314944765,-130.0987218513687,-129.21797112372155,-169.38911744886968
