steps,num_customers,num_products,num_retailers,num_customers_willing_to_share_info,learning_rate_gen_ai,learning_rate_customer,capacity_gen_ai,creativity_gen_ai,total_steps,LowSatisfaction,MediumSatisfaction,HighSatisfaction,Sales,Sales (Willing),Sales (Unwilling),Sold Products,Sold Products (Willing),Sold Products (Unwilling),Average Seller Rating,Average Satisfaction,Willing to Share Customers,Unwilling to Share Customers,Number of Products,mean_purchase_position,AIC Linear (Sum),AIC Quadratic (Sum),AIC Cubic (Sum),AIC Quartic (Sum),AIC Quartic (Minimum)
17,100,100,20,100,0.3,0.3,0.3,0.5316226421195729,1000,44,8,48,599.5478229844914,599.5478229844914,0,282,282,0,1.8301146723118435,1.1054438594709355,100,0,100,43.20516666666667,0.7740839407014164,-39.11561239108494,-47.16883547734608,-59.22112829610717,-91.29753980796005
18,100,100,20,100,0.3,0.3,0.3,0.5452718677577346,1000,41,10,49,522.7030200502376,522.7030200502376,0,271,271,0,1.8696146723118432,1.1581360608517952,100,0,100,41.38716666666667,10.373009338859362,-37.476093785471505,-41.473494034070086,-44.5980649248458,-91.29753980796005
19,100,100,20,100,0.3,0.3,0.3,0.5586130549734318,1000,40,9,51,573.9597487945837,573.9597487945837,0,283,283,0,1.9106146723118431,1.2120360608517953,100,0,100,44.87533333333334,1.1494119153493614,-52.080268105911074,-54.95961637474264,-57.28009687250815,-91.29753980796005
20,100,100,20,100,0.3,0.3,0.3,0.5715902668700888,1000,40,10,50,595.5465296629316,595.5465296629316,0,286,286,0,1.9501146723118434,1.2668360608517952,100,0,100,41.54549999999999,10.265469307445215,-40.56541664643456,-42.235575827085,-42.479439068316054,-91.29753980796005
21,100,100,20,100,0.3,0.3,0.3,0.5823616390037949,1000,40,10,50,558.0529225466286,558.0529225466286,0,277,277,0,1.9966146723118434,1.3140152171631863,100,0,100,45.82966666666667,6.8502900987739395,-54.0768818200313,-57.04893519178489,-60.47950189670706,-91.29753980796005
22,100,100,20,100,0.3,0.3,0.3,0.595461930598209,1000,40,7,53,580.904785185145,580.904785185145,0,277,277,0,2.0381146723118433,1.374015217163186,100,0,100,42.96833333333334,8.934418538906812,-32.11760542722658,-47.42525243354288,-47.64479472363843,-91.29753980796005
23,100,100,20,100,0.3,0.3,0.3,0.6066100572576476,1000,40,6,54,580.8653767111093,580.8653767111093,0,294,294,0,2.0731146723118434,1.427044804597682,100,0,100,42.60083333333333,16.971218075465032,-27.385866537652646,-29.024779566073903,-33.974739483444466,-91.29753980796005
24,100,100,20,100,0.3,0.3,0.3,0.6175658889434417,1000,39,8,53,581.3692406028649,581.3692406028649,0,285,285,0,2.124114672311843,1.4811350247133277,100,0,100,40.69,14.753702646636015,-29.602571558907414,-29.460931919977895,-41.18292044570552,-91.29753980796005
25,100,100,20,100,0.3,0.3,0.3,0.6250401386394454,1000,42,5,53,530.3354300954632,530.3354300954632,0,275,275,0,2.1646146723118433,1.5189791221874804,100,0,100,46.10500000000001,-12.269584311378253,-49.14764566835362,-52.40110154649972,-61.57075832784204,-91.29753980796005
26,100,100,20,100,0.3,0.3,0.3,0.6329568138722405,1000,42,6,52,589.9203587357692,589.9203587357692,0,292,292,0,2.2056146723118433,1.560149786090799,100,0,100,42.403333333333336,14.967987963816796,-25.67628810549826,-29.085626490751395,-50.469328750783006,-91.29753980796005
27,100,100,20,100,0.3,0.3,0.3,0.6420627464787342,1000,41,5,54,608.1282585338424,608.1282585338424,0,299,299,0,2.251114672311844,1.6089875603894421,100,0,100,42.36366666666667,14.594586331491968,-32.9708837773336,-40.60788267528079,-51.476509399928375,-91.29753980796005
28,100,100,20,100,0.3,0.3,0.3,0.6492156245828523,1000,41,5,54,552.1595246349631,552.1595246349631,0,285,285,0,2.2936146723118433,1.648287560389442,100,0,100,43.07883333333334,-1.1764600713368054,-53.77675341354302,-61.22752492752295,-68.3745627274468,-91.29753980796005
29,100,100,20,100,0.3,0.3,0.3,0.6575500021199592,1000,41,5,54,592.3680863264942,592.3680863264942,0,295,295,0,2.334114672311844,1.6953875603894424,100,0,100,40.733666666666664,8.2715036472122,-50.41226250685506,-59.89572998267877,-68.50052356176795,-91.29753980796005
30,100,100,20,100,0.3,0.3,0.3,0.6641731300389,1000,40,6,54,601.7265018147687,601.7265018147687,0,303,303,0,2.3731146723118437,1.7336617726850105,100,0,100,43.963166666666666,5.761320446623955,-58.28898165975565,-62.2785979775268,-72.2250177774188,-91.29753980796005
31,100,100,20,100,0.3,0.3,0.3,0.6697909493159477,1000,41,6,53,607.1789660946212,607.1789660946212,0,290,290,0,2.411614672311844,1.7667459712684723,100,0,100,42.87650000000001,1.2280136413272373,-52.655951162363095,-71.07510530424972,-95.6527659972003,-95.6527659972003
32,100,100,20,100,0.3,0.3,0.3,0.6758558498861674,1000,41,5,54,613.5016673707694,613.5016673707694,0,308,308,0,2.4436146723118446,1.8032000683442089,100,0,100,41.174333333333344,9.3094280818311,-43.65979820816878,-48.28684931742626,-59.19560605605702,-95.6527659972003
33,100,100,20,100,0.3,0.3,0.3,0.6830086689075857,1000,40,4,56,611.0135128279069,611.0135128279069,0,303,303,0,2.4711146723118445,1.8472433939626263,100,0,100,40.396,5.528617308651775,-49.22619384905542,-53.81648463756122,-66.52914679400524,-95.6527659972003
34,100,100,20,100,0.3,0.3,0.3,0.6874321509163971,1000,40,4,56,625.3633903975244,625.3633903975244,0,315,315,0,2.503614672311845,1.8748885126433088,100,0,100,42.74283333333333,4.261777988759917,-53.85490003406201,-69.33328898584293,-93.48024476403904,-95.6527659972003
35,100,100,20,100,0.3,0.3,0.3,0.6920482905168814,1000,40,5,55,613.3249817715337,613.3249817715337,0,311,311,0,2.533114672311845,1.9041885126433094,100,0,100,41.130666666666656,9.000718815202475,-43.847460575282156,-50.86516545495036,-57.231284155336965,-95.6527659972003
36,100,100,20,100,0.3,0.3,0.3,0.6965791956829742,1000,40,5,55,654.3350842714423,654.3350842714423,0,314,314,0,2.562614672311845,1.933388512643309,100,0,100,42.5305,13.131957308349314,-49.40848846368712,-47.91128960538728,-61.377477580779015,-95.6527659972003
37,100,100,20,100,0.3,0.3,0.3,0.6989618437337027,1000,40,4,56,615.2841316768393,615.2841316768393,0,296,296,0,2.6041146723118453,1.9488667243160467,100,0,100,42.58783333333333,11.484971001062917,-40.678099375642745,-37.2012455598684,-48.999209561242,-95.6527659972003
38,100,100,20,100,0.3,0.3,0.3,0.7034651035381351,1000,39,5,56,610.8037882120893,610.8037882120893,0,304,304,0,2.6381146723118456,1.9785667243160463,100,0,100,40.992999999999995,8.954501849717445,-32.154329974723595,-30.068523588472004,-45.77838938669797,-95.6527659972003
39,100,100,20,100,0.3,0.3,0.3,0.7065842833877684,1000,40,3,57,603.565909292018,603.565909292018,0,295,295,0,2.6701146723118456,1.9993545456866415,100,0,100,43.34916666666667,17.506251223330338,-29.012411649708582,-25.10960125609776,-42.18993627594264,-95.6527659972003
40,100,100,20,100,0.3,0.3,0.3,0.7106108219368382,1000,39,3,58,635.8453699853965,635.8453699853965,0,321,321,0,2.7126146723118456,2.0265545456866416,100,0,100,39.11933333333334,21.189203544801785,-28.34374679162704,-24.360488382990127,-45.40205738457769,-95.6527659972003
41,100,100,20,100,0.3,0.3,0.3,0.7159613323583645,1000,39,3,58,679.3654539797395,679.3654539797395,0,328,328,0,2.7436146723118457,2.0633545456866416,100,0,100,38.17383333333333,14.840177179391674,-36.9777814548039,-33.34170562385992,-57.861470332762565,-95.6527659972003
42,100,100,20,100,0.3,0.3,0.3,0.7199287018119925,1000,39,3,58,635.2120483269281,635.2120483269281,0,304,304,0,2.7816146723118456,2.091007206075644,100,0,100,39.48666666666666,14.174787852817246,-32.18638151046923,-29.313934508322575,-55.96348909040836,-95.6527659972003
43,100,100,20,100,0.3,0.3,0.3,0.7229142426534525,1000,38,3,59,613.2128464610444,613.2128464610444,0,294,294,0,2.816566204995854,2.1120256690528745,100,0,100,40.153166666666664,8.396067390663973,-34.2855687523799,-30.839250172202924,-53.80113878607057,-95.6527659972003
44,100,100,20,100,0.3,0.3,0.3,0.7257563433222302,1000,38,3,59,631.4456074887637,631.4456074887637,0,303,303,0,2.8465662049958547,2.132225669052875,100,0,100,39.78333333333333,14.765463517458045,-34.15760150112379,-33.6858676651874,-53.836072163122026,-95.6527659972003
45,100,100,20,100,0.3,0.3,0.3,0.7288338724512939,1000,39,3,58,680.1063149406076,680.1063149406076,0,307,307,0,2.8760662049958543,2.154325669052875,100,0,100,40.535000000000004,17.82140290580628,-40.478537778154305,-34.5216195669056,-46.19925859201936,-95.6527659972003
46,100,100,20,100,0.3,0.3,0.3,0.7307469372356198,1000,38,4,58,612.1968589160421,612.1968589160421,0,299,299,0,2.895566204995854,2.168151718049126,100,0,100,42.61483333333334,15.628950543387418,-29.656476854145353,-32.24465275822877,-42.24050692759886,-95.6527659972003
47,100,100,20,100,0.3,0.3,0.3,0.7329882849732837,1000,37,5,58,593.693859748472,593.693859748472,0,300,300,0,2.9240662049958543,2.184472257893187,100,0,100,40.95399999999999,15.293835717777824,-40.04782325594965,-35.972638432540634,-45.64068495210506,-95.6527659972003
48,100,100,20,100,0.3,0.3,0.3,0.7364767008523924,1000,37,5,58,656.2109067215584,656.2109067215584,0,317,317,0,2.951066204995855,2.210172257893187,100,0,100,39.836499999999994,10.828643508627806,-53.59184802338672,-47.1803162680327,-58.502957893801124,-95.6527659972003
49,100,100,20,100,0.3,0.3,0.3,0.7387261391347762,1000,37,5,58,643.9178044315693,643.9178044315693,0,307,307,0,2.9760662049958553,2.2268696103982104,100,0,100,41.63883333333334,20.830737036033554,-18.54996849463572,-18.79582119589304,-22.273285727655434,-95.6527659972003
50,100,100,20,100,0.3,0.3,0.3,0.7410520628900213,1000,37,4,59,649.0423864620677,649.0423864620677,0,321,321,0,2.998566204995855,2.2442696103982103,100,0,100,40.08833333333334,11.697369163406393,-19.316745640031286,-12.468665268758969,-17.8221415918278,-95.6527659972003
51,100,100,20,100,0.3,0.3,0.3,0.7424921166840842,1000,37,4,59,678.4390813327507,678.4390813327507,0,319,319,0,3.0183344238035197,2.255094468214619,100,0,100,42.503,13.341132381471255,-33.52968125875748,-30.53513808022484,-34.90266542815118,-95.6527659972003
52,100,100,20,100,0.3,0.3,0.3,0.7439747130752967,1000,37,4,59,653.0877505842085,653.0877505842085,0,310,310,0,3.04483442380352,2.266294468214618,100,0,100,43.62083333333333,20.446544224267257,-17.62332823007347,-12.746869443467176,-18.31054153062928,-95.6527659972003
53,100,100,20,100,0.3,0.3,0.3,0.7464819388867237,1000,38,3,59,670.5627272835337,670.5627272835337,0,327,327,0,3.070834423803521,2.285394468214618,100,0,100,39.61566666666667,14.015952305826943,-28.211793438009863,-24.804665276392427,-41.76355030812101,-95.6527659972003
54,100,100,20,100,0.3,0.3,0.3,0.7489683844300012,1000,37,4,59,664.135045177291,664.135045177291,0,318,318,0,3.09033442380352,2.3044944682146182,100,0,100,40.3725,15.73091672957446,-34.25638474149912,-32.35530556964062,-40.036667916547174,-95.6527659972003
55,100,100,20,100,0.3,0.3,0.3,0.7517030514668466,1000,36,5,59,700.2750374395323,700.2750374395323,0,331,331,0,3.1123344238035204,2.3256944682146186,100,0,100,41.795,11.413281254927426,-42.916385286537604,-39.86327255755947,-48.858143788693724,-95.6527659972003
56,100,100,20,100,0.3,0.3,0.3,0.7549440952032926,1000,34,6,60,675.3722874001401,675.3722874001401,0,319,319,0,3.135834423803521,2.3510944682146184,100,0,100,39.48233333333334,9.714910361222962,-45.07964316746404,-47.5983047698237,-54.044844175006915,-95.6527659972003
57,100,100,20,100,0.3,0.3,0.3,0.7584499253741699,1000,35,6,59,718.488446510567,718.488446510567,0,342,342,0,3.1593344238035215,2.378894468214618,100,0,100,38.446333333333335,2.060212551837026,-74.7313028939837,-69.3151451878436,-77.04425841620929,-95.6527659972003
58,100,100,20,100,0.3,0.3,0.3,0.7608338833411414,1000,34,7,59,649.7848446208159,649.7848446208159,0,323,323,0,3.171334423803521,2.3979498403019046,100,0,100,39.346666666666664,6.418715540272046,-48.912407683537765,-46.70332240494275,-57.945899947484406,-95.6527659972003
59,100,100,20,100,0.3,0.3,0.3,0.7628245036945934,1000,34,5,61,693.5656880011543,693.5656880011543,0,321,321,0,3.1958344238035212,2.413967482982559,100,0,100,38.81133333333333,-7.423918873496518,-57.706060760632454,-59.94325544935202,-69.70646414413545,-95.6527659972003
60,100,100,20,100,0.3,0.3,0.3,0.7649224338543761,1000,33,7,60,686.9098011990419,686.9098011990419,0,318,318,0,3.225834423803522,2.430967482982559,100,0,100,39.95016666666667,8.501007602357788,-53.73420119011672,-54.38724648117983,-66.94294590297744,-95.6527659972003
61,100,100,20,100,0.3,0.3,0.3,0.7671031227262717,1000,32,7,61,696.947333520638,696.947333520638,0,324,324,0,3.258834423803522,2.448767482982559,100,0,100,40.801,-1.3310193369989065,-57.4445218908304,-54.830896513588584,-64.06781254423726,-95.6527659972003
62,100,100,20,100,0.3,0.3,0.3,0.7696665407692278,1000,33,5,62,760.9408923558203,760.9408923558203,0,352,352,0,3.2794860384773505,2.469871863309886,100,0,100,38.948,-10.331330278870269,-59.392472713892516,-61.64782328840664,-76.61955546442613,-95.6527659972003
63,100,100,20,100,0.3,0.3,0.3,0.7710929984940934,1000,33,5,62,717.2838440781867,717.2838440781867,0,335,335,0,3.2944860384773507,2.481671863309886,100,0,100,39.041333333333334,12.310438510382596,-33.93241569186006,-28.99085494128815,-41.291366163224666,-95.6527659972003
64,100,100,20,100,0.3,0.3,0.3,0.7731357022224464,1000,32,5,63,690.6967443286882,690.6967443286882,0,329,329,0,3.306978744569443,2.498685443548278,100,0,100,36.089,4.752420492775286,-50.05074255410898,-44.63269384379021,-53.50251710253855,-95.6527659972003
65,100,100,20,100,0.3,0.3,0.3,0.7754467819991998,1000,32,5,63,753.1271370399398,753.1271370399398,0,351,351,0,3.3214787445694425,2.5180837516637493,100,0,100,38.66716666666666,8.49764486029784,-42.97875403050881,-41.3720240284988,-46.54766433830446,-95.6527659972003
66,100,100,20,100,0.3,0.3,0.3,0.777171162802535,1000,34,4,62,761.2434005124016,761.2434005124016,0,349,349,0,3.3289787445694428,2.532641211285336,100,0,100,39.467999999999996,0.1074192184308913,-52.6159648895121,-49.57999456496236,-66.8671150421394,-95.6527659972003
67,100,100,20,100,0.3,0.3,0.3,0.7788672484335248,1000,33,5,62,709.1734949142398,709.1734949142398,0,332,332,0,3.3419787445694427,2.547041211285336,100,0,100,38.40833333333333,3.7837390699204434,-44.902915661192424,-41.688157392720655,-51.3183478680798,-95.6527659972003
68,100,100,20,100,0.3,0.3,0.3,0.7800404794267367,1000,34,5,61,707.8521378474107,707.8521378474107,0,326,326,0,3.350978744569443,2.557041211285336,100,0,100,38.3205,10.614231166163108,-67.35031820536295,-62.57485340038238,-82.32112135705393,-95.6527659972003
69,100,100,20,100,0.3,0.3,0.3,0.7813720263529318,1000,33,4,63,706.5515232621677,706.5515232621677,0,324,324,0,3.3624787445694424,2.568441211285335,100,0,100,39.9865,-0.6933873238181718,-81.60823915804127,-75.8021061446417,-82.16431317858132,-95.6527659972003
70,100,100,20,100,0.3,0.3,0.3,0.7822454934919111,1000,34,3,63,719.3624755528449,719.3624755528449,0,330,330,0,3.375478744569442,2.5759412112853357,100,0,100,39.455333333333336,5.742992850782912,-48.31722266786818,-43.85437416463867,-57.66575936807027,-95.6527659972003
71,100,100,20,100,0.3,0.3,0.3,0.7847745164250524,1000,34,3,63,736.7074638729999,736.7074638729999,0,354,354,0,3.386978744569442,2.5978412112853357,100,0,100,37.134,10.124003293028466,-47.52125181016618,-44.983952232881336,-57.75249042037666,-95.6527659972003
72,100,100,20,100,0.3,0.3,0.3,0.7860718543675048,1000,34,3,63,698.311594754012,698.311594754012,0,334,334,0,3.3954787445694423,2.609124264300838,100,0,100,38.3395,13.881372338007168,-46.190743175219666,-41.30269638752213,-58.09110367654597,-95.6527659972003
73,100,100,20,100,0.3,0.3,0.3,0.7883539830905439,1000,34,3,63,742.0682423711154,742.0682423711154,0,348,348,0,3.410478744569442,2.629124264300838,100,0,100,35.771166666666666,10.789715549998277,-61.81458621849674,-54.72302857828117,-67.11064817071991,-95.6527659972003
74,100,100,20,100,0.3,0.3,0.3,0.7906578089747792,1000,33,3,64,744.5047062955814,744.5047062955814,0,349,349,0,3.4194787445694415,2.6494706612639782,100,0,100,37.31433333333333,6.132809249641468,-59.17821295948744,-55.33268273190197,-66.81383314901649,-95.6527659972003
75,100,100,20,100,0.3,0.3,0.3,0.7925213775048182,1000,32,4,64,762.7452880555938,762.7452880555938,0,331,331,0,3.4309787445694413,2.666031770958788,100,0,100,37.238166666666665,-4.290891336028835,-59.41032190337984,-55.49568983787111,-71.016103235576,-95.6527659972003
76,100,100,20,100,0.3,0.3,0.3,0.7938098776217616,1000,31,5,64,727.0204917903428,727.0204917903428,0,328,328,0,3.441978744569442,2.677531770958788,100,0,100,39.83733333333333,10.351516755557782,-64.84811322683714,-62.20922164739437,-73.51466024852863,-95.6527659972003
77,100,100,20,100,0.3,0.3,0.3,0.7949928553441914,1000,30,6,64,693.7073419597428,693.7073419597428,0,325,325,0,3.451978744569441,2.6881317709587877,100,0,100,38.89983333333333,10.862751072543745,-56.75341740033997,-54.45728978944919,-78.10708319997553,-95.6527659972003
78,100,100,20,100,0.3,0.3,0.3,0.7967127641165132,1000,31,4,65,712.9945629999083,712.9945629999083,0,349,349,0,3.4659787445694414,2.7036317709587876,100,0,100,38.119499999999995,2.3044248499487026,-94.07672177963929,-92.20134332753958,-111.95675845299246,-111.95675845299246
79,100,100,20,100,0.3,0.3,0.3,0.798148365378963,1000,30,4,66,744.1985003756757,744.1985003756757,0,349,349,0,3.474478744569441,2.716631770958788,100,0,100,36.493833333333335,-1.2978444709536916,-80.5993256316479,-79.45255196319641,-107.20306746042752,-111.95675845299246
80,100,100,20,100,0.3,0.3,0.3,0.8002101971014276,1000,29,5,66,763.6405949972445,763.6405949972445,0,351,351,0,3.4869787445694413,2.7354317709587885,100,0,100,36.52083333333333,-3.4175726566374465,-98.22889890767647,-95.44296854729242,-110.71982003098685,-111.95675845299246
81,100,100,20,100,0.3,0.3,0.3,0.8016726365429644,1000,29,6,65,765.0214795863893,765.0214795863893,0,342,342,0,3.497478744569441,2.7488317709587875,100,0,100,36.486999999999995,-18.242778856445682,-83.73418890214748,-88.0438659317337,-112.84130574213276,-112.84130574213276
82,100,100,20,100,0.3,0.3,0.3,0.803413983419966,1000,29,5,66,721.6269500754071,721.6269500754071,0,349,349,0,3.508478744569441,2.7648804909863265,100,0,100,35.577333333333335,-0.20897479423740606,-84.98693541537739,-88.07352710333595,-109.2811108469644,-112.84130574213276
83,100,100,20,100,0.3,0.3,0.3,0.8050327580452029,1000,30,5,65,764.686854315498,764.686854315498,0,348,348,0,3.519478744569441,2.7798804909863266,100,0,100,36.0905,-0.0346115712189885,-85.75374622224143,-89.09128020383281,-106.98780928963464,-112.84130574213276
84,100,100,20,100,0.3,0.3,0.3,0.8066428447786116,1000,30,5,65,819.7752990349798,819.7752990349798,0,368,368,0,3.532001047590318,2.794880490986326,100,0,100,37.846833333333336,-24.255559010267802,-89.19048424882976,-96.19566081520514,-122.43630197039289,-122.43630197039289
85,100,100,20,100,0.3,0.3,0.3,0.8085201911342297,1000,28,5,67,726.2970700496754,726.2970700496754,0,361,361,0,3.540501047590319,2.812480490986326,100,0,100,35.26500000000001,-0.05631583481795133,-76.83099700367995,-83.89383967492222,-111.2206239412726,-122.43630197039289
86,100,100,20,100,0.3,0.3,0.3,0.8100319831039005,1000,29,4,67,756.2144451495092,756.2144451495092,0,360,360,0,3.546231765366804,2.8267252259766504,100,0,100,35.301,-0.19226474117499492,-81.9221518955847,-90.2751340692779,-118.61728885029578,-122.43630197039289
87,100,100,20,100,0.3,0.3,0.3,0.8108997308587473,1000,29,4,67,758.5004664405134,758.5004664405134,0,357,357,0,3.551731765366804,2.834925225976651,100,0,100,37.187333333333335,-11.504949880648269,-100.8900239114135,-102.137219089491,-113.4601424872339,-122.43630197039289
88,100,100,20,100,0.3,0.3,0.3,0.8119962663168087,1000,30,2,68,741.22245136915,741.22245136915,0,363,363,0,3.5582317653668034,2.84532522597665,100,0,100,35.01683333333334,-2.6436599244863146,-82.16850894240599,-90.53517411696691,-120.95960264110295,-122.43630197039289
89,100,100,20,100,0.3,0.3,0.3,0.8130574042420589,1000,30,1,69,770.7335181404571,770.7335181404571,0,354,354,0,3.5647317653668034,2.85542522597665,100,0,100,36.75083333333333,-14.210875887486452,-81.53051991116496,-93.3983758738824,-135.07228403652624,-135.07228403652624
90,100,100,20,100,0.3,0.3,0.3,0.813679612981218,1000,30,1,69,752.3376090776864,752.3376090776864,0,347,347,0,3.5697317653668037,2.8613597694915036,100,0,100,37.194833333333335,-1.013553643999387,-77.15362853737003,-92.43341354911439,-129.57138582958572,-135.07228403652624
91,100,100,20,100,0.3,0.3,0.3,0.8151714445412355,1000,29,1,70,750.9589104367972,750.9589104367972,0,360,360,0,3.574231765366804,2.8756597694915036,100,0,100,34.12166666666667,-3.0561130037293083,-74.14396910818994,-86.84191296608566,-114.9113467517206,-135.07228403652624
92,100,100,20,100,0.3,0.3,0.3,0.815941459794992,1000,30,0,70,719.1370518366076,719.1370518366076,0,337,337,0,3.581231765366803,2.883059769491504,100,0,100,38.922333333333334,-5.2931337080279945,-72.06794435687374,-79.84850061433991,-108.45843388178878,-135.07228403652624
93,100,100,20,100,0.3,0.3,0.3,0.8171043870894391,1000,29,1,70,741.229091584214,741.229091584214,0,354,354,0,3.582731765366804,2.8942792238487205,100,0,100,36.25866666666666,5.718399057263866,-69.44502588474899,-72.65791497304951,-97.68818156826148,-135.07228403652624
94,100,100,20,100,0.3,0.3,0.3,0.8184972025985339,1000,29,1,70,728.9850068529548,728.9850068529548,0,351,351,0,3.5957317653668035,2.907779223848721,100,0,100,36.14916666666667,6.242121136453534,-59.67171737025524,-64.53972542513128,-83.54152686830486,-135.07228403652624
95,100,100,20,100,0.3,0.3,0.3,0.8193203101851337,1000,29,1,70,687.899883845308,687.899883845308,0,353,353,0,3.599231765366804,2.9157792238487215,100,0,100,36.376999999999995,3.844583745010084,-61.21082667371559,-63.92425615239637,-77.32113723827501,-135.07228403652624
96,100,100,20,100,0.3,0.3,0.3,0.8201002295269009,1000,29,1,70,770.4899128544864,770.4899128544864,0,353,353,0,3.604731765366804,2.9233792238487206,100,0,100,38.612833333333334,2.3554496756483445,-57.754554314556,-60.40847489807584,-67.16008825558731,-135.07228403652624
97,100,100,20,100,0.3,0.3,0.3,0.8210821662472779,1000,28,2,70,773.308174769405,773.308174769405,0,372,372,0,3.611231765366804,2.932979223848721,100,0,100,36.89416666666666,-2.4934684893768235,-58.83563603844425,-74.25679080052743,-87.53081353392662,-135.07228403652624
