steps,num_customers,num_products,num_retailers,num_customers_willing_to_share_info,learning_rate_gen_ai,learning_rate_customer,capacity_gen_ai,creativity_gen_ai,total_steps,LowSatisfaction,MediumSatisfaction,HighSatisfaction,Sales,Sales (Willing),Sales (Unwilling),Sold Products,Sold Products (Willing),Sold Products (Unwilling),Average Seller Rating,Average Satisfaction,Willing to Share Customers,Unwilling to Share Customers,Number of Products,mean_purchase_position,AIC Linear (Sum),AIC Quadratic (Sum),AIC Cubic (Sum),AIC Quartic (Sum),AIC Quartic (Minimum)
50,100,100,20,100,0.9,0.3,0.8,2.1670858340088306,1000,9,1,90,1896.8384001893344,1896.8384001893344,0,534,534,0,4.020126958044421,4.267650415726878,100,0,100,21.1805,-66.49590300977857,-183.51046945628946,-186.76225581767085,-198.95856715074422,-216.29181158764385
51,100,100,20,100,0.9,0.3,0.8,2.17520367372783,1000,9,1,90,1886.793165395952,1886.793165395952,0,535,535,0,4.028126958044421,4.306494226708228,100,0,100,22.055666666666667,-56.59236975299379,-162.37034457019547,-176.6126181192085,-240.5616544688147,-240.5616544688147
52,100,100,20,100,0.9,0.3,0.8,2.1816197081930793,1000,8,2,90,1845.011103868202,1845.011103868202,0,533,533,0,4.036626958044421,4.337415344866858,100,0,100,21.264833333333332,-84.18016363288953,-263.73441358306184,-300.5981967394157,-314.97053799869184,-314.97053799869184
53,100,100,20,100,0.9,0.3,0.8,2.185851159281305,1000,8,2,90,1810.5329657041682,1810.5329657041682,0,529,529,0,4.044626958044421,4.357904522460133,100,0,100,20.633166666666668,-66.33734179515537,-172.7358055232918,-183.87341466779355,-227.62276813939854,-314.97053799869184
54,100,100,20,100,0.9,0.3,0.8,2.189286898425914,1000,8,1,91,1863.7625833123466,1863.7625833123466,0,533,533,0,4.053126958044421,4.3746045224601335,100,0,100,21.758166666666668,-98.3455011343249,-192.76469905031615,-197.02238912670293,-222.60184804785308,-314.97053799869184
55,100,100,20,100,0.9,0.3,0.8,2.1916670883934684,1000,8,1,91,1882.8927595904345,1882.8927595904345,0,520,520,0,4.0611269580444205,4.386204522460134,100,0,100,22.6635,-61.41610821519569,-196.53432844044107,-203.06554167013235,-244.68162843428183,-314.97053799869184
56,100,100,20,100,0.9,0.3,0.8,2.1951014360348022,1000,8,1,91,1899.288451528321,1899.288451528321,0,535,535,0,4.069626958044421,4.403006137731129,100,0,100,20.676333333333332,-64.14100887119551,-187.9864974353627,-199.91573357858874,-250.82626334314273,-314.97053799869184
57,100,100,20,100,0.9,0.3,0.8,2.196833742790468,1000,8,1,91,1824.3445421052143,1824.3445421052143,0,520,520,0,4.077626958044421,4.411497322858896,100,0,100,21.819333333333326,-70.65492304959858,-204.68939262552817,-211.47730464216477,-251.2215089079798,-314.97053799869184
58,100,100,20,100,0.9,0.3,0.8,2.2000253782585877,1000,8,1,91,1846.4674860233795,1846.4674860233795,0,526,526,0,4.086626958044421,4.4271973228588966,100,0,100,20.6635,-83.38424560993886,-237.51252172494446,-245.60782434803434,-278.87508546615356,-314.97053799869184
59,100,100,20,100,0.9,0.3,0.8,2.202316694273948,1000,8,1,91,1845.9132236861508,1845.9132236861508,0,540,540,0,4.0931269580444205,4.438497322858896,100,0,100,21.53666666666666,-78.35551233486436,-210.63993166177818,-227.88935210086106,-290.09772170188955,-314.97053799869184
60,100,100,20,100,0.9,0.3,0.8,2.2033496411560582,1000,8,1,91,1825.925041135654,1825.925041135654,0,518,518,0,4.10162695804442,4.4435973228588965,100,0,100,22.4765,-77.15502742548287,-217.78845879001688,-237.9903437009982,-285.43079678354366,-314.97053799869184
61,100,100,20,100,0.9,0.3,0.8,2.2057937030415307,1000,8,1,91,1885.5450083534581,1885.5450083534581,0,539,539,0,4.1091269580444205,4.455697322858897,100,0,100,20.201166666666666,-78.90243527869987,-241.7687164934464,-243.23407649667308,-295.19173980469805,-314.97053799869184
62,100,100,20,100,0.9,0.3,0.8,2.2086966732170947,1000,7,2,91,1874.6013497309582,1874.6013497309582,0,542,542,0,4.1171269580444205,4.470115781520087,100,0,100,20.255666666666666,-101.18062741286153,-259.19321826538976,-288.3934791927036,-322.8868688208323,-322.8868688208323
63,100,100,20,100,0.9,0.3,0.8,2.2103446141752676,1000,6,2,92,1884.548754112447,1884.548754112447,0,528,528,0,4.1251269580444205,4.478315781520086,100,0,100,21.189166666666665,-91.91118461836547,-269.8946165378354,-289.42626565302135,-309.06050041272545,-322.8868688208323
64,100,100,20,100,0.9,0.3,0.8,2.211007321588127,1000,6,2,92,1819.003657789492,1819.003657789492,0,529,529,0,4.134126958044421,4.481615781520087,100,0,100,21.52583333333333,-107.14587395743612,-276.16685184132405,-346.0436565120814,-352.00998565758755,-352.00998565758755
65,100,100,20,100,0.9,0.3,0.8,2.212931076851802,1000,6,2,92,1885.231720244315,1885.231720244315,0,536,536,0,4.14112695804442,4.491215781520086,100,0,100,20.634000000000004,-122.87329961209346,-307.81384829376543,-377.4135083543806,-387.696817359913,-387.696817359913
66,100,100,20,100,0.9,0.3,0.8,2.21259028286099,1000,6,2,92,1899.2667628636957,1899.2667628636957,0,521,521,0,4.15112695804442,4.489515781520087,100,0,100,21.539999999999996,-100.09237282642911,-328.2868135474255,-381.69311615200195,-400.34568199535204,-400.34568199535204
67,100,100,20,100,0.9,0.3,0.8,2.21405131669453,1000,6,2,92,1876.1860913355665,1876.1860913355665,0,531,531,0,4.158626958044421,4.496815781520087,100,0,100,22.36733333333333,-119.95739037984353,-363.87020713676634,-424.81737994960406,-447.25955892751074,-447.25955892751074
68,100,100,20,100,0.9,0.3,0.8,2.215629662664584,1000,6,2,92,1899.086737655042,1899.086737655042,0,542,542,0,4.166626958044421,4.504715781520087,100,0,100,20.227,-132.90090049272376,-383.96243237803264,-426.52049117781667,-465.01195430187215,-465.01195430187215
69,100,100,20,100,0.9,0.3,0.8,2.2164680016762577,1000,6,2,92,1904.1840331592732,1904.1840331592732,0,534,534,0,4.17412695804442,4.508915781520087,100,0,100,19.87316666666667,-110.46262223584566,-338.3787827976098,-401.32450228437915,-435.15014511359675,-465.01195430187215
70,100,100,20,100,0.9,0.3,0.8,2.217186004705359,1000,6,1,93,1845.2665208280384,1845.2665208280384,0,520,520,0,4.18212695804442,4.5125157815200865,100,0,100,21.264,-103.47653522961568,-333.9532559376963,-365.77977950888203,-386.49835225983395,-465.01195430187215
71,100,100,20,100,0.9,0.3,0.8,2.219176047512236,1000,6,1,93,1890.381053648847,1890.381053648847,0,517,517,0,4.190126958044421,4.522515781520087,100,0,100,22.473666666666663,-115.42734906095782,-332.4360217079711,-372.93942725653324,-400.8438778812381,-465.01195430187215
72,100,100,20,100,0.9,0.3,0.8,2.2209635288739986,1000,6,1,93,1827.3630074511743,1827.3630074511743,0,525,525,0,4.19762695804442,4.531515781520087,100,0,100,21.55399999999999,-116.20530756403267,-347.04551353493855,-407.95603557178026,-445.39931202360833,-465.01195430187215
73,100,100,20,100,0.9,0.3,0.8,2.2222130286935133,1000,6,1,93,1894.897193779821,1894.897193779821,0,519,519,0,4.20612695804442,4.537815781520087,100,0,100,20.379833333333334,-108.46041242790673,-348.681128345411,-385.09110464528567,-430.0195798739203,-465.01195430187215
74,100,100,20,100,0.9,0.3,0.8,2.222966064653516,1000,6,1,93,1822.9031369181444,1822.9031369181444,0,531,531,0,4.21362695804442,4.541615781520087,100,0,100,20.930833333333325,-106.7580515512075,-324.0965130522949,-372.47462150588694,-430.1900503909767,-465.01195430187215
75,100,100,20,100,0.9,0.3,0.8,2.2238173782690764,1000,6,1,93,1911.9946010685599,1911.9946010685599,0,529,529,0,4.22162695804442,4.545915781520087,100,0,100,21.4835,-117.52864722324634,-330.10226275618675,-370.99815896428686,-421.03945752109644,-465.01195430187215
76,100,100,20,100,0.9,0.3,0.8,2.2242777844841997,1000,6,1,93,1845.7331460980877,1845.7331460980877,0,532,532,0,4.2296269580444195,4.548242491643464,100,0,100,20.0695,-109.68615218090909,-333.8143948825591,-369.39419188900297,-383.3907462859337,-465.01195430187215
77,100,100,20,100,0.9,0.3,0.8,2.223842240820972,1000,6,1,93,1850.194411897238,1850.194411897238,0,510,510,0,4.239126958044421,4.546042491643464,100,0,100,22.423,-105.8059248314689,-302.20740075297135,-325.5809744398266,-340.2225808536018,-465.01195430187215
78,100,100,20,100,0.9,0.3,0.8,2.224732244596882,1000,6,1,93,1893.2327247885578,1893.2327247885578,0,534,534,0,4.24712695804442,4.550542491643464,100,0,100,20.776500000000002,-104.63345993393389,-288.0912234569556,-311.8706779532299,-352.67353951766336,-465.01195430187215
79,100,100,20,100,0.9,0.3,0.8,2.225720052307655,1000,6,1,93,1856.0132209130422,1856.0132209130422,0,533,533,0,4.25512695804442,4.555542491643464,100,0,100,21.48233333333333,-114.37267793230197,-292.66589329735166,-326.12974432319913,-328.5763859373667,-465.01195430187215
80,100,100,20,100,0.9,0.3,0.8,2.2275339552857876,1000,6,1,93,1894.5465516541453,1894.5465516541453,0,536,536,0,4.26162695804442,4.564742491643464,100,0,100,20.257833333333334,-136.80060041523242,-307.4744666383549,-387.15697761364584,-409.9801690336034,-465.01195430187215
81,100,100,20,100,0.9,0.3,0.8,2.228400638696787,1000,5,2,93,1889.4981033217405,1889.4981033217405,0,538,538,0,4.26962695804442,4.569142491643464,100,0,100,20.512666666666664,-159.35852942237761,-296.00826201802863,-341.47479853360596,-375.74212866807375,-465.01195430187215
82,100,100,20,100,0.9,0.3,0.8,2.228873126922358,1000,5,2,93,1912.9217794368892,1912.9217794368892,0,535,535,0,4.278126958044421,4.571542491643463,100,0,100,20.790666666666663,-145.38562635284646,-285.4120491722256,-359.8208986084554,-365.82397007781435,-465.01195430187215
83,100,100,20,100,0.9,0.3,0.8,2.2290896319305253,1000,6,1,93,1834.370638933048,1834.370638933048,0,524,524,0,4.28612695804442,4.572642491643463,100,0,100,20.95783333333333,-139.0576963149164,-305.13075210874933,-384.0434426604802,-419.3547679543541,-465.01195430187215
84,100,100,20,100,0.9,0.3,0.8,2.2308967651995326,1000,5,2,93,1898.8316609591648,1898.8316609591648,0,538,538,0,4.293626958044421,4.581842491643464,100,0,100,20.227166666666665,-163.1529346605546,-316.4661842428959,-442.85444466274976,-469.72449197623746,-469.72449197623746
85,100,100,20,100,0.9,0.3,0.8,2.2310455360983417,1000,5,1,94,1908.123942466072,1908.123942466072,0,535,535,0,4.300626958044421,4.5826,100,0,100,21.634833333333326,-160.77708680765886,-332.32072693611553,-416.4089572503108,-534.1585539475379,-534.1585539475379
86,100,100,20,100,0.9,0.3,0.8,2.231025896163808,1000,6,0,94,1913.6652607358337,1913.6652607358337,0,537,537,0,4.30962695804442,4.5825,100,0,100,21.524833333333326,-165.11454398180456,-320.99198949525817,-404.1569418735744,-573.5455474904523,-573.5455474904523
87,100,100,20,100,0.9,0.3,0.8,2.2325356343015796,1000,6,0,94,1888.9803325599576,1888.9803325599576,0,537,537,0,4.31162695804442,4.590199999999999,100,0,100,20.270833333333336,-161.79583718766412,-364.45029756829933,-479.06748586074355,-742.3042145035256,-742.3042145035256
88,100,100,20,100,0.9,0.3,0.8,2.2333583750294226,1000,5,1,94,1897.766052798361,1897.766052798361,0,548,548,0,4.315126958044421,4.5944,100,0,100,19.699833333333334,-165.1113272668331,-393.2605910494309,-507.4412020345303,-886.158082129607,-886.158082129607
89,100,100,20,100,0.9,0.3,0.8,2.233652115102096,1000,5,1,94,1877.2000113541505,1877.2000113541505,0,520,520,0,4.31962695804442,4.5959,100,0,100,20.892499999999995,-155.39178892309167,-322.65913525742576,-388.76101418589053,-749.1077458316672,-886.158082129607
90,100,100,20,100,0.9,0.3,0.8,2.2336325320044854,1000,6,0,94,1850.6534800611512,1850.6534800611512,0,515,515,0,4.32412695804442,4.5958000000000006,100,0,100,21.865666666666662,-159.45646634421314,-314.1342978510595,-386.5660796321648,-756.9182682269472,-886.158082129607
91,100,100,20,100,0.9,0.3,0.8,2.2333974734574955,1000,6,0,94,1868.8966837687794,1868.8966837687794,0,519,519,0,4.3286269580444205,4.594600000000001,100,0,100,21.50483333333333,-152.3983584299276,-306.0336039457669,-372.5789421507262,-770.4304635946739,-886.158082129607
92,100,100,20,100,0.9,0.3,0.8,2.2337499232007727,1000,6,0,94,1893.3816618306353,1893.3816618306353,0,536,536,0,4.331126958044421,4.5964,100,0,100,20.239,-156.8961250635399,-314.9053415715082,-364.5310175539148,-767.9567988088206,-886.158082129607
93,100,100,20,100,0.9,0.3,0.8,2.2345715551618213,1000,6,0,94,1928.7260449435205,1928.7260449435205,0,547,547,0,4.334626958044421,4.6006,100,0,100,19.516333333333336,-152.63495360899014,-352.4260701467896,-465.06569146674315,-828.8591591450447,-886.158082129607
94,100,100,20,100,0.9,0.3,0.8,2.234140970610673,1000,6,0,94,1881.8295034879159,1881.8295034879159,0,537,537,0,4.33862695804442,4.598400000000001,100,0,100,20.778666666666663,-126.77835083444475,-318.86303430209955,-374.13650208032766,-778.8065706941318,-886.158082129607
95,100,100,20,100,0.9,0.3,0.8,2.2344735720758586,1000,6,0,94,1904.8189142939204,1904.8189142939204,0,529,529,0,4.3431269580444205,4.6001,100,0,100,20.2505,-150.34719013428594,-359.0142145755285,-471.03716507872286,-795.974525425818,-886.158082129607
96,100,100,20,100,0.9,0.3,0.8,2.235743489151359,1000,6,0,94,1901.3283870760768,1901.3283870760768,0,534,534,0,4.34662695804442,4.6066,100,0,100,19.224833333333336,-138.80343775244225,-358.8668401024223,-409.54766198548305,-812.2596019390107,-886.158082129607
