steps,num_customers,num_products,num_retailers,num_customers_willing_to_share_info,learning_rate_gen_ai,learning_rate_customer,capacity_gen_ai,creativity_gen_ai,total_steps,LowSatisfaction,MediumSatisfaction,HighSatisfaction,Sales,Sales (Willing),Sales (Unwilling),Sold Products,Sold Products (Willing),Sold Products (Unwilling),Average Seller Rating,Average Satisfaction,Willing to Share Customers,Unwilling to Share Customers,Number of Products,mean_purchase_position,AIC Linear (Sum),AIC Quadratic (Sum),AIC Cubic (Sum),AIC Quartic (Sum),AIC Quartic (Minimum)
23,100,100,20,100,0.3,0.3,0.9,0.7139259873606256,1000,17,4,79,842.5751221048484,842.5751221048484,0,486,486,0,2.2303068005183606,2.0579053615776504,100,0,100,31.361,-64.23570035886439,-140.27240317660363,-182.5867411567168,-185.91850312769185,-193.6501873186116
24,100,100,20,100,0.3,0.3,0.9,0.7282853383781102,1000,17,4,79,820.0205638102042,820.0205638102042,0,481,481,0,2.256306800518361,2.1613576732598916,100,0,100,31.81883333333333,-58.80069908587626,-140.2178523785626,-191.25121334236673,-199.9262484457409,-199.9262484457409
25,100,100,20,100,0.3,0.3,0.9,0.7421845924440656,1000,16,5,79,854.493775212416,854.493775212416,0,499,499,0,2.3013068005183612,2.266360053907187,100,0,100,32.11966666666667,-58.61741511048717,-151.65423671918848,-196.91626742897637,-207.51636493794115,-207.51636493794115
26,100,100,20,100,0.3,0.3,0.9,0.7550902731580986,1000,15,4,81,821.5527767168542,821.5527767168542,0,501,501,0,2.3353068005183606,2.3682391830780802,100,0,100,31.676666666666666,-59.10511361053938,-152.60683036599033,-201.66004568343357,-204.98306746901068,-207.51636493794115
27,100,100,20,100,0.3,0.3,0.9,0.7666950057154222,1000,15,4,81,858.7223533982126,858.7223533982126,0,495,495,0,2.3738068005183615,2.463534721715371,100,0,100,32.75866666666667,-66.32485937072698,-153.23768340851888,-185.9403348133854,-195.54708616187526,-207.51636493794115
28,100,100,20,100,0.3,0.3,0.9,0.7777390426708818,1000,16,3,81,877.8220964435477,877.8220964435477,0,495,495,0,2.4298068005183606,2.557692212777387,100,0,100,31.406833333333335,-46.37391904944394,-151.26405838788764,-195.1390866396212,-210.84186423237605,-210.84186423237605
29,100,100,20,100,0.3,0.3,0.9,0.7871903939525572,1000,16,4,80,861.7710606270899,861.7710606270899,0,491,491,0,2.487806800518361,2.6408922127773873,100,0,100,31.99583333333333,-44.35339266079433,-148.7921788495455,-188.99861281153477,-193.73114059533265,-210.84186423237605
30,100,100,20,100,0.3,0.3,0.9,0.7969988176560784,1000,16,4,80,871.2495704814506,871.2495704814506,0,499,499,0,2.5398068005183605,2.7301539002075765,100,0,100,30.980000000000004,-42.81399675956186,-137.82848791319645,-176.96787348180698,-170.7021975185571,-210.84186423237605
31,100,100,20,100,0.3,0.3,0.9,0.806149920906659,1000,16,2,82,872.7831225059913,872.7831225059913,0,493,493,0,2.5938068005183608,2.8160539002075757,100,0,100,31.554833333333335,-41.41849115625655,-137.93444023733753,-168.75626838066188,-182.1858773709469,-210.84186423237605
32,100,100,20,100,0.3,0.3,0.9,0.8149050077226422,1000,16,2,82,847.2113199640551,847.2113199640551,0,491,491,0,2.6518068005183606,2.9007070400865467,100,0,100,30.354499999999998,-44.1026466922346,-132.03102700880692,-177.28946471990122,-189.3363531969485,-210.84186423237605
33,100,100,20,100,0.3,0.3,0.9,0.8230973774573771,1000,16,1,83,880.9261969247557,880.9261969247557,0,495,495,0,2.7043068005183604,2.982143103094684,100,0,100,30.756499999999996,-49.066424417916664,-144.18099488957574,-173.3767626908063,-189.56886531924619,-210.84186423237605
34,100,100,20,100,0.3,0.3,0.9,0.8304798234966984,1000,16,1,83,869.2286124070503,869.2286124070503,0,498,498,0,2.7472634340040334,3.0573795687206964,100,0,100,29.8925,-53.350751761071194,-155.10434225863753,-192.55427686795502,-216.8262701290614,-216.8262701290614
35,100,100,20,100,0.3,0.3,0.9,0.8375975275206365,1000,15,2,83,869.7297900080092,869.7297900080092,0,499,499,0,2.7831729487893524,3.1316808261130804,100,0,100,29.839666666666663,-62.187034359490156,-127.97619968574855,-164.2851735557523,-188.32169914339772,-216.8262701290614
36,100,100,20,100,0.3,0.3,0.9,0.8436977427985313,1000,16,0,84,884.1376866752869,884.1376866752869,0,498,498,0,2.8086729487893525,3.1966823273527245,100,0,100,31.556666666666676,-61.493664255189,-125.8647562342021,-171.40503305729067,-201.56631528207788,-216.8262701290614
37,100,100,20,100,0.3,0.3,0.9,0.8492346819009978,1000,16,1,83,842.3952538499802,842.3952538499802,0,497,497,0,2.8346729487893527,3.2567911753777823,100,0,100,31.287333333333326,-49.61661460920277,-133.73342281332475,-174.26939840332096,-199.74180395740171,-216.8262701290614
38,100,100,20,100,0.3,0.3,0.9,0.8549346510636826,1000,16,0,84,913.0175417234404,913.0175417234404,0,495,495,0,2.8610586775444884,3.319868332441415,100,0,100,30.554000000000002,-43.450045078082496,-143.36132538969957,-177.8432986310952,-209.63485869216737,-216.8262701290614
39,100,100,20,100,0.3,0.3,0.9,0.859577120380143,1000,15,1,84,891.0407751343024,891.0407751343024,0,500,500,0,2.8795586775444884,3.3720504685541437,100,0,100,30.262833333333333,-40.6353928131669,-132.4842016145339,-172.93147951334333,-193.92359309856158,-216.8262701290614
40,100,100,20,100,0.3,0.3,0.9,0.8639794988678159,1000,15,1,84,875.2202785926538,875.2202785926538,0,492,492,0,2.9115586775444884,3.422270907968238,100,0,100,29.813999999999997,-48.27252480431656,-139.23327635371209,-163.71502127232884,-187.2280399068943,-216.8262701290614
41,100,100,20,100,0.3,0.3,0.9,0.8678039940785408,1000,15,1,84,875.5248989968693,875.5248989968693,0,500,500,0,2.932558677544488,3.466462471705557,100,0,100,30.43016666666667,-41.178351511388485,-132.24007613988277,-155.58599749039047,-169.08211665111423,-216.8262701290614
42,100,100,20,100,0.3,0.3,0.9,0.8713530628329585,1000,15,1,84,839.9553959140767,839.9553959140767,0,490,490,0,2.9560586775444877,3.5079624717055577,100,0,100,29.528499999999998,-54.1003344370954,-130.2751617080337,-157.76042197917656,-177.33573518986793,-216.8262701290614
43,100,100,20,100,0.3,0.3,0.9,0.8748893477425667,1000,15,1,84,884.8957633043966,884.8957633043966,0,500,500,0,2.975558677544488,3.549806225665065,100,0,100,29.786166666666666,-43.02805750326519,-114.43709655003704,-153.98697602194045,-178.32558855716252,-216.8262701290614
44,100,100,20,100,0.3,0.3,0.9,0.8782501442190324,1000,15,1,84,870.0034563118891,870.0034563118891,0,506,506,0,2.997058677544488,3.590024025988294,100,0,100,29.685,-39.46279736166332,-125.14633099089605,-168.74406438094803,-202.4041282358499,-216.8262701290614
45,100,100,20,100,0.3,0.3,0.9,0.8814884810983263,1000,15,1,84,903.9344706352738,903.9344706352738,0,503,503,0,3.0220586775444884,3.629199258660382,100,0,100,29.4865,-38.278831308486815,-120.8707458055265,-153.50535023870987,-178.2336258106085,-216.8262701290614
46,100,100,20,100,0.3,0.3,0.9,0.8843457245366467,1000,15,1,84,897.6049081556937,897.6049081556937,0,505,505,0,3.0390586775444883,3.664096645654274,100,0,100,30.375333333333337,-45.96441863931091,-136.75775692773794,-171.67025438176222,-187.7205729142579,-216.8262701290614
47,100,100,20,100,0.3,0.3,0.9,0.8870328730546655,1000,15,1,84,894.8660013828779,894.8660013828779,0,499,499,0,3.0630586775444884,3.697213182064219,100,0,100,29.064999999999994,-46.41850865376523,-120.95234375969426,-151.20570687592152,-164.95676946490693,-216.8262701290614
48,100,100,20,100,0.3,0.3,0.9,0.8894794788462432,1000,15,1,84,911.4331860130069,911.4331860130069,0,504,504,0,3.080558677544488,3.727613182064218,100,0,100,29.548,-46.24241070218335,-125.10935310558125,-164.97781607819473,-182.54040071433178,-216.8262701290614
49,100,100,20,100,0.3,0.3,0.9,0.891771619991745,1000,15,1,84,859.1666847462684,859.1666847462684,0,497,497,0,3.1205586775444885,3.7563131820642184,100,0,100,29.86333333333333,-45.6851546435052,-134.196734351462,-161.96508892423736,-213.0872582606811,-216.8262701290614
50,100,100,20,100,0.3,0.3,0.9,0.8939755709833617,1000,15,1,84,898.6164815984146,898.6164815984146,0,498,498,0,3.1400586775444888,3.784113182064219,100,0,100,29.730666666666664,-37.79096725214373,-101.45353323501587,-137.56713469129284,-165.92188776827595,-216.8262701290614
51,100,100,20,100,0.3,0.3,0.9,0.896070998301917,1000,14,2,84,898.9766186205821,898.9766186205821,0,502,502,0,3.1660586775444886,3.81073020934524,100,0,100,29.46483333333333,-35.66631820716617,-129.14838576422477,-150.48611137385478,-158.14577856647554,-216.8262701290614
52,100,100,20,100,0.3,0.3,0.9,0.8980396946086358,1000,15,0,85,863.4325885357572,863.4325885357572,0,502,502,0,3.1820586775444886,3.8359026338391464,100,0,100,29.988333333333333,-39.90605879102014,-135.37391755348284,-164.23973381905137,-163.54239254824995,-216.8262701290614
53,100,100,20,100,0.3,0.3,0.9,0.8997659317340003,1000,15,1,84,906.697559259271,906.697559259271,0,505,505,0,3.207558677544489,3.8581026338391458,100,0,100,29.752000000000006,-38.262903938277816,-120.27944851894853,-162.03121441297293,-193.1883139830365,-216.8262701290614
54,100,100,20,100,0.3,0.3,0.9,0.9010012960123632,1000,15,1,84,896.107216136612,896.107216136612,0,501,501,0,3.2290586775444887,3.8740555332329802,100,0,100,29.722166666666666,-37.67163362188535,-130.30037801926824,-150.8667728880739,-191.42465234681765,-216.8262701290614
55,100,100,20,100,0.3,0.3,0.9,0.9024504635436086,1000,14,2,84,872.179404702331,872.179404702331,0,503,503,0,3.262058677544489,3.8928602220244284,100,0,100,28.963666666666665,-37.209298673959324,-109.7456345898168,-138.2779817516083,-149.1828723046326,-216.8262701290614
56,100,100,20,100,0.3,0.3,0.9,0.9038593395941648,1000,15,0,85,898.2519518526872,898.2519518526872,0,508,508,0,3.285558677544489,3.9112283418212574,100,0,100,29.074500000000008,-37.09004071418866,-98.99423403516028,-130.52597439903099,-150.36621349437667,-216.8262701290614
57,100,100,20,100,0.3,0.3,0.9,0.905134821111141,1000,15,0,85,908.9966649223398,908.9966649223398,0,503,503,0,3.3120586775444893,3.927928341821257,100,0,100,30.617499999999996,-41.345375938254506,-114.31300181646196,-133.78525365641104,-143.4473681111126,-216.8262701290614
58,100,100,20,100,0.3,0.3,0.9,0.9065184557846853,1000,14,1,85,897.8380030106946,897.8380030106946,0,498,498,0,3.3250586775444892,3.946128341821257,100,0,100,30.3565,-39.09762691245936,-109.05556328105592,-135.3500643694357,-147.89357648777678,-216.8262701290614
59,100,100,20,100,0.3,0.3,0.9,0.9078656042544647,1000,14,1,85,867.2779247821567,867.2779247821567,0,495,495,0,3.35255867754449,3.9639283418212568,100,0,100,30.52183333333333,-82.97416247205325,-137.24708274504604,-155.93029269891514,-164.1555098990056,-216.8262701290614
60,100,100,20,100,0.3,0.3,0.9,0.9089289450948328,1000,15,0,85,888.9649754144729,888.9649754144729,0,498,498,0,3.38505867754449,3.9780283418212576,100,0,100,30.229166666666664,-48.988807923467164,-133.23019973058427,-151.00375649841368,-167.37748423241624,-216.8262701290614
61,100,100,20,100,0.3,0.3,0.9,0.9100807474318479,1000,15,0,85,893.6581783050938,893.6581783050938,0,503,503,0,3.4092219145534335,3.99336021391101,100,0,100,30.319499999999998,-40.507069181154236,-114.96530163498761,-141.90881245619806,-163.37886305767796,-216.8262701290614
62,100,100,20,100,0.3,0.3,0.9,0.9112208385125,1000,15,0,85,918.9740842378403,918.9740842378403,0,505,505,0,3.435721914553434,4.008594088465057,100,0,100,29.35316666666667,-52.41541931604837,-121.72479323003267,-140.12630342272672,-157.45427632527588,-216.8262701290614
63,100,100,20,100,0.3,0.3,0.9,0.9123123782195275,1000,15,0,85,919.5868027963305,919.5868027963305,0,504,504,0,3.4437219145534343,4.023232481813397,100,0,100,30.160166666666665,-29.706618139075886,-106.68763429780125,-133.81596716497705,-145.1208580714154,-216.8262701290614
64,100,100,20,100,0.3,0.3,0.9,0.913183535970195,1000,15,1,84,907.6217139305409,907.6217139305409,0,498,498,0,3.4652219145534344,4.034949406643895,100,0,100,29.263166666666667,-29.310434380322647,-121.59514566129809,-141.09509881698932,-152.7800571350225,-216.8262701290614
65,100,100,20,100,0.3,0.3,0.9,0.9140967026518451,1000,15,1,84,933.4824234786585,933.4824234786585,0,502,502,0,3.486221914553435,4.047268843509139,100,0,100,29.735333333333337,-54.75969279165173,-134.7591794196078,-159.70223468141177,-186.34897560473382,-216.8262701290614
66,100,100,20,100,0.3,0.3,0.9,0.9148085213170637,1000,15,1,84,898.1455157411605,898.1455157411605,0,491,491,0,3.4997219145534357,4.056894754873627,100,0,100,30.073666666666664,-34.00502767017764,-136.50781948374947,-163.49198870570484,-183.07012461198343,-216.8262701290614
67,100,100,20,100,0.3,0.3,0.9,0.9152957866193322,1000,15,0,85,876.9241427270132,876.9241427270132,0,486,486,0,3.5242219145534364,4.063494754873627,100,0,100,29.795333333333332,-31.617929491015616,-104.56317324912823,-142.0015764861796,-171.94909535576767,-216.8262701290614
68,100,100,20,100,0.3,0.3,0.9,0.9158037827396929,1000,15,1,84,926.0395365499586,926.0395365499586,0,509,509,0,3.5427219145534368,4.070387224601838,100,0,100,30.4665,-48.350999990257264,-128.46873727302142,-163.37244939450318,-185.95060523554702,-216.8262701290614
69,100,100,20,100,0.3,0.3,0.9,0.9160890246322294,1000,14,2,84,888.4168010552256,888.4168010552256,0,504,504,0,3.5607219145534366,4.074261057717808,100,0,100,30.25916666666667,-46.43870398639774,-109.117724166892,-149.38753479532164,-188.60351165940205,-216.8262701290614
70,100,100,20,100,0.3,0.3,0.9,0.9164109055247144,1000,15,1,84,902.1357008679822,902.1357008679822,0,506,506,0,3.5707219145534372,4.078637175631858,100,0,100,29.316833333333335,-29.41414590372699,-124.8014965379212,-170.10208556636644,-208.62312545937283,-216.8262701290614
71,100,100,20,100,0.3,0.3,0.9,0.9167635496179292,1000,15,1,84,925.7698920633302,925.7698920633302,0,504,504,0,3.5832219145534374,4.083437175631858,100,0,100,29.74966666666667,-33.82776959559351,-153.09478942912216,-182.7747928814514,-202.6070526304884,-216.8262701290614
72,100,100,20,100,0.3,0.3,0.9,0.9171864123457177,1000,15,1,84,912.872957797677,912.872957797677,0,499,499,0,3.604721914553438,4.089201078039644,100,0,100,29.874666666666666,-42.97284706713498,-125.73901452042759,-157.45134501591082,-181.77259021712314,-216.8262701290614
73,100,100,20,100,0.3,0.3,0.9,0.9174136683521222,1000,15,1,84,900.5291334422943,900.5291334422943,0,505,505,0,3.6172219145534386,4.092301078039644,100,0,100,30.57833333333333,-27.14629792064119,-110.64009624639851,-146.92573295640653,-167.54161936079834,-216.8262701290614
74,100,100,20,100,0.3,0.3,0.9,0.917699298861394,1000,14,2,84,905.389972121483,905.389972121483,0,499,499,0,3.633221914553439,4.096201078039644,100,0,100,30.425499999999996,-28.852380404147993,-108.83844042789502,-157.93390481218336,-192.18129457195852,-216.8262701290614
75,100,100,20,100,0.3,0.3,0.9,0.9178457045619867,1000,14,2,84,892.7534017036135,892.7534017036135,0,498,498,0,3.652721914553439,4.098201078039644,100,0,100,29.831000000000003,-28.320838845061076,-119.74475451871058,-167.18528591717387,-189.48270683251855,-216.8262701290614
76,100,100,20,100,0.3,0.3,0.9,0.9183134723093258,1000,14,2,84,908.6795395291332,908.6795395291332,0,497,497,0,3.6712219145534393,4.104601078039645,100,0,100,29.227666666666664,-31.33857996948865,-133.45934271365365,-165.0771426511655,-194.86382188227873,-216.8262701290614
77,100,100,20,100,0.3,0.3,0.9,0.9184157616151533,1000,14,2,84,888.9311679684587,888.9311679684587,0,505,505,0,3.6997219145534395,4.106001078039643,100,0,100,29.51299999999999,-32.65024464234028,-122.6452744119618,-168.0177460651439,-200.70947721439074,-216.8262701290614
78,100,100,20,100,0.3,0.3,0.9,0.9188097878775515,1000,14,2,84,908.4945571147133,908.4945571147133,0,512,512,0,3.72322191455344,4.111401078039644,100,0,100,29.148000000000003,-34.28476584142561,-123.94245559108663,-165.79873962839088,-202.40049658001118,-216.8262701290614
79,100,100,20,100,0.3,0.3,0.9,0.9193778591990694,1000,15,1,84,884.1660245790056,884.1660245790056,0,502,502,0,3.739721914553441,4.1192010780396435,100,0,100,28.586499999999997,-45.75318004240353,-161.72416076885844,-206.04701287709958,-231.64151312628996,-231.64151312628996
80,100,100,20,100,0.3,0.3,0.9,0.9198868019190878,1000,15,1,84,938.7057524710331,938.7057524710331,0,504,504,0,3.7577219145534415,4.126201078039644,100,0,100,28.729333333333333,-48.06010579284958,-130.1462325120924,-168.37726058336716,-200.53454188189863,-231.64151312628996
81,100,100,20,100,0.3,0.3,0.9,0.9202208775557328,1000,15,1,84,918.1466160871156,918.1466160871156,0,505,505,0,3.7902219145534417,4.130801078039644,100,0,100,28.903333333333336,-50.89948269822389,-151.3802811627745,-197.97596629934662,-211.12930063862143,-231.64151312628996
82,100,100,20,100,0.3,0.3,0.9,0.9203950766780125,1000,15,1,84,892.0766520273849,892.0766520273849,0,505,505,0,3.8092219145534423,4.133201078039644,100,0,100,29.40583333333333,-48.969048222016625,-144.5890503018107,-174.78091030568925,-189.15424976984843,-231.64151312628996
83,100,100,20,100,0.3,0.3,0.9,0.9205256691469885,1000,15,1,84,883.4506259905864,883.4506259905864,0,503,503,0,3.816721914553443,4.135001078039643,100,0,100,30.816000000000003,-37.63441307630353,-126.31667710169262,-150.01505586100842,-165.46783741707065,-231.64151312628996
84,100,100,20,100,0.3,0.3,0.9,0.92077938419507,1000,15,1,84,877.9249419524904,877.9249419524904,0,490,490,0,3.8342219145534444,4.138501078039644,100,0,100,31.1595,-71.28574733682063,-165.7182169650759,-197.7501951317618,-204.5804211138369,-231.64151312628996
85,100,100,20,100,0.3,0.3,0.9,0.9210473576659585,1000,15,0,85,895.5819886516013,895.5819886516013,0,497,497,0,3.8622219145534373,4.142201078039644,100,0,100,30.50833333333334,-36.12792295138081,-109.10352583900686,-135.59262560649034,-159.80680153553232,-231.64151312628996
86,100,100,20,100,0.3,0.3,0.9,0.9215390422815151,1000,15,0,85,877.3946927591971,877.3946927591971,0,493,493,0,3.8667219145534375,4.149001078039643,100,0,100,29.975999999999996,-22.43669791462986,-90.70676648720968,-113.31920405786713,-123.7257778154218,-231.64151312628996
87,100,100,20,100,0.3,0.3,0.9,0.9217637110493139,1000,15,0,85,878.0843112184061,878.0843112184061,0,499,499,0,3.8767325103525963,4.152110576596337,100,0,100,29.414166666666667,-22.58674667777808,-98.28796333603754,-125.87461080406484,-134.4792220086007,-231.64151312628996
88,100,100,20,100,0.3,0.3,0.9,0.9218359460631588,1000,15,0,85,887.5487188428841,887.5487188428841,0,496,496,0,3.8887325103525967,4.153110576596337,100,0,100,30.676000000000002,-24.784462491305874,-112.20010255130563,-135.07742272392989,-147.13469086580415,-231.64151312628996
89,100,100,20,100,0.3,0.3,0.9,0.9220524946807697,1000,15,1,84,899.3452934211438,899.3452934211438,0,493,493,0,3.895732510352597,4.156110576596337,100,0,100,30.032666666666668,-40.49542814919312,-123.51280137490835,-144.16939516221436,-158.77197854158413,-231.64151312628996
90,100,100,20,100,0.3,0.3,0.9,0.9220957981527538,1000,15,1,84,891.1725345970118,891.1725345970118,0,493,493,0,3.9167325103525963,4.156710576596336,100,0,100,30.38466666666666,-27.676374867716106,-108.46203253467854,-168.58016060108764,-229.62374491574474,-231.64151312628996
91,100,100,20,100,0.3,0.3,0.9,0.9222400736412614,1000,15,1,84,879.5898367753479,879.5898367753479,0,497,497,0,3.9232325103525967,4.158710576596337,100,0,100,29.759,-25.19169088415873,-121.69573077349389,-155.79469190443137,-181.0268218073806,-231.64151312628996
92,100,100,20,100,0.3,0.3,0.9,0.9223121940435047,1000,15,1,84,858.9974658201136,858.9974658201136,0,498,498,0,3.927232510352598,4.159710576596337,100,0,100,30.494666666666664,-28.64377295148614,-122.96924484916173,-158.1088170469223,-179.4670125319804,-231.64151312628996
93,100,100,20,100,0.3,0.3,0.9,0.922672363129066,1000,15,1,84,892.9370445221696,892.9370445221696,0,506,506,0,3.9372325103525982,4.164710576596337,100,0,100,29.811,-21.94418735750338,-116.62321670491394,-179.93992072352097,-246.5699906374814,-246.5699906374814
94,100,100,20,100,0.3,0.3,0.9,0.922895501868917,1000,15,1,84,938.0213430810912,938.0213430810912,0,503,503,0,3.952732510352598,4.167810576596336,100,0,100,29.73383333333334,-22.873986008692725,-119.32569121632304,-174.65151428550422,-208.0743701194612,-246.5699906374814
95,100,100,20,100,0.3,0.3,0.9,0.923233164173327,1000,15,1,84,901.71895433303,901.71895433303,0,501,501,0,3.9702325103525995,4.172506904251191,100,0,100,30.621,-26.179921622829283,-130.89717048700533,-186.00883264999703,-219.08976297484276,-246.5699906374814
96,100,100,20,100,0.3,0.3,0.9,0.9234128045948162,1000,15,1,84,920.6644297214636,920.6644297214636,0,501,501,0,3.9852325103526,4.175006904251191,100,0,100,29.45566666666667,-23.232735784500107,-115.7821071697781,-163.3321378017958,-198.12582326134304,-246.5699906374814
