creativity_gen_ai,learning_rate_customer,learning_rate_gen_ai,num_customers,num_products,num_retailers,percentage_willing_to_share_info,LowSatisfaction,MediumSatisfaction,HighSatisfaction,Sales,Sales (Willing),Sales (Unwilling),Sold Products,Sold Products (Willing),Sold Products (Unwilling),Average Seller Rating,Average Satisfaction,Avg Satisfaction (Willing),Avg Satisfaction (Unwilling),Willing to Share Customers,Unwilling to Share Customers,Number of Products,mean_purchase_position,mean_purchase_position (Willing),mean_purchase_position (Unwilling),AIC Linear (Sum),AIC Quadratic (Sum),AIC Cubic (Sum),AIC Quartic (Sum)
0.1,0.3,0.1,50,90,30,1,23,2,25,30247.28061161273,30247.28061161273,0.0,13704,13704,0,0.9679999999999999,0.5674766572125586,0.5674766572125586,0.0,50,0,90,39.13262950867993,39.13262950867993,0.0,48.41501953667513,41.349803996525964,39.682535409935085,45.214811921361374
0.1,0.3,0.1,50,150,10,0,15,0,35,45073.390375489515,0.0,45073.390375489515,24185,0,24185,0.909,0.7182,0.0,0.7182,0,50,150,49.370946317324716,0.0,49.370946317324716,16.06890682904374,10.14522060392666,3.6679801123357407,-13.935241198744606
0.1,0.3,0.1,50,150,10,1,25,1,24,34893.15874861859,34893.15874861859,0.0,15931,15931,0,0.9809999999999999,0.5212,0.5212,0.0,50,0,150,60.98390458212619,60.98390458212619,0.0,21.047957135574435,12.743443779499543,10.279761565906185,14.185138400001065
0.1,0.3,0.1,50,150,20,0,3,0,47,119802.65248808231,0.0,119802.65248808231,56230,0,56230,0.8969999999999999,0.94,0.0,0.94,0,50,150,51.32198137860638,0.0,51.32198137860638,-3143.9282518286,-2851.0056005757315,-2403.3975883533644,-1965.5671782741972
0.1,0.3,0.1,50,150,20,1,13,0,37,95968.43434429601,95968.43434429601,0.0,38935,38935,0,0.7949999999999998,0.7568,0.7568,0.0,50,0,150,67.40318973300423,67.40318973300423,0.0,27.087943990588215,-3.385065201083677,-6.770229979345601,-3.270097692248214
0.1,0.3,0.1,50,150,30,0,40,3,7,9627.932459965106,0.0,9627.932459965106,6009,0,6009,0.19933333333333314,0.19145720655557505,0.0,0.19145720655557505,0,50,150,55.21398809523809,0.0,55.21398809523809,14.539556324096935,13.783228243721439,6.554032275144863,7.505041289494159
0.1,0.3,0.1,50,150,30,1,4,1,45,77414.32822978302,77414.32822978302,0.0,38686,38686,0,0.8523333333333333,0.9146,0.9146,0.0,50,0,150,63.16002992099484,63.16002992099484,0.0,-39.98973334328751,-57.11534248082229,-98.56296386622807,-112.45837782768217
0.1,0.3,0.1,100,60,10,0,37,8,55,11410.35335243199,0.0,11410.35335243199,6570,0,6570,1.0,0.6228904425239393,0.0,0.6228904425239393,0,100,60,10.577156659765354,0.0,10.577156659765354,20.032225534687512,7.878455004512887,-8.215549605907029,-10.56072751208211
0.1,0.3,0.1,100,60,10,1,7,6,87,90568.63257587692,90568.63257587692,0.0,122354,122354,0,0.4659999999999999,0.9049959780056119,0.9049959780056119,0.0,100,0,60,53.45439191438333,53.45439191438333,0.0,-72.51271408463907,-75.52522431760485,-72.87744397110049,-73.0246688001044
0.1,0.3,0.1,100,60,20,0,7,0,93,45581.21205021429,0.0,45581.21205021429,25812,0,25812,0.9647065069440662,0.9231,0.0,0.9231,0,100,60,18.15217071639944,0.0,18.15217071639944,-155.28508536273057,-191.43621932327204,-205.52764719788541,-211.94962844070642
0.1,0.3,0.1,100,60,20,1,2,0,98,162724.12698673434,162724.12698673434,0.0,157645,157645,0,0.5455,0.9801281716942711,0.9801281716942711,0.0,100,0,60,47.78036381842017,47.78036381842017,0.0,-200.695146226029,-200.85368819544954,-209.81368489040017,-224.7840776574244
0.1,0.3,0.1,100,60,30,0,18,8,74,34628.10518627108,0.0,34628.10518627108,15629,0,15629,0.8627118485594228,0.7963778746577826,0.0,0.7963778746577826,0,100,60,14.904244970715562,0.0,14.904244970715562,1.5938924235377954,-24.817891845489328,-19.456817444023045,-15.830620746245017
0.1,0.3,0.1,100,60,30,1,7,0,93,136647.79049382464,136647.79049382464,0.0,133983,133983,0,0.4646666666666667,0.93,0.93,0.0,100,0,60,48.549017820057905,48.549017820057905,0.0,-100.08802225285672,-129.5767728945596,-202.29359012142203,-279.5042958615073
0.1,0.3,0.1,100,90,10,0,59,8,33,37956.11172318709,0.0,37956.11172318709,13113,0,13113,0.97,0.3986999670818838,0.0,0.3986999670818838,0,100,90,30.579712178502504,0.0,30.579712178502504,45.2499227720717,30.13848440272264,33.57429512948411,21.964988559476552
0.1,0.3,0.1,100,90,10,1,9,1,90,164510.8379306434,164510.8379306434,0.0,115310,115310,0,0.571,0.9110999999999998,0.9110999999999998,0.0,100,0,90,62.97141319553843,62.97141319553843,0.0,-40.89918755042709,-47.777715501349576,-59.640053018116134,-89.4847201401223
0.1,0.3,0.1,100,90,20,0,20,4,76,118355.20287919017,0.0,118355.20287919017,40678,0,40678,0.9494999999999999,0.7870564460995407,0.0,0.7870564460995407,0,100,90,31.71539119755073,0.0,31.71539119755073,-55.40492398983716,-85.27913785668201,-112.17256301130695,-110.12594162885236
0.1,0.3,0.1,100,90,20,1,6,2,92,193543.2589444932,193543.2589444932,0.0,140697,140697,0,0.5094999999999998,0.9285,0.9285,0.0,100,0,90,61.58771869689934,61.58771869689934,0.0,-79.22926980836792,-90.02069909261473,-94.68846895535467,-99.90144219347735
0.1,0.3,0.1,100,90,30,0,47,11,42,35073.65437204938,0.0,35073.65437204938,14196,0,14196,0.9976666666666667,0.5168957772248737,0.0,0.5168957772248737,0,100,90,19.407943932943933,0.0,19.407943932943933,44.153097653406576,33.65141385795641,28.631063223829614,23.390679063957975
0.1,0.3,0.1,100,90,30,1,10,2,88,137228.58727109962,137228.58727109962,0.0,125304,125304,0,0.3869999999999999,0.8952000000000001,0.8952000000000001,0.0,100,0,90,65.0519918605924,65.0519918605924,0.0,-10.360856357484295,-24.49644552341323,-25.249597489288362,-29.00044402851148
0.1,0.3,0.1,100,150,10,0,6,3,91,184448.97497951932,0.0,184448.97497951932,81468,0,81468,0.954,0.9256,0.0,0.9256,0,100,150,48.23070438773048,0.0,48.23070438773048,-69.45680190804512,-105.71778962612615,-117.30777064987814,-122.90840223933463
0.1,0.3,0.1,100,150,10,1,11,1,88,226412.94917514684,226412.94917514684,0.0,111027,111027,0,0.7119999999999996,0.8931102367764854,0.8931102367764854,0.0,100,0,150,81.63159294784144,81.63159294784144,0.0,2.651854260624674,-54.86973510311677,-96.92032389052818,-122.46754261412494
0.1,0.3,0.1,100,150,20,0,88,7,5,18932.229997579776,0.0,18932.229997579776,8384,0,8384,0.060499999999999866,0.09967791459696192,0.0,0.09967791459696192,0,100,150,76.04971804511278,0.0,76.04971804511278,-12.534871351581273,-25.0661554797108,-21.648213944234385,-19.10241612268527
0.1,0.3,0.1,100,150,20,1,15,1,84,253762.56466082524,253762.56466082524,0.0,114953,114953,0,0.6434999999999997,0.8525,0.8525,0.0,100,0,150,80.35740035391706,80.35740035391706,0.0,25.572944026049072,-25.10755692547633,-19.686327854775868,-18.97551837217179
0.1,0.3,0.1,100,150,30,0,21,4,75,80664.53458987988,0.0,80664.53458987988,52250,0,52250,0.8073333333333333,0.7820054970068666,0.0,0.7820054970068666,0,100,150,58.048841915943655,0.0,58.048841915943655,29.17306762215867,-12.867959196653715,-15.03191813386826,-18.320411625343297
0.1,0.3,0.1,100,150,30,1,9,0,91,236872.60466330146,236872.60466330146,0.0,134529,134529,0,0.564,0.9120999999999999,0.9120999999999999,0.0,100,0,150,69.30938079293828,69.30938079293828,0.0,-14.035106966207593,-35.20713633175552,-44.7525559058131,-49.850560111344976
0.1,0.3,0.3,20,60,10,0,0,0,20,24947.74516473638,0.0,24947.74516473638,10990,0,10990,1.0,1.0,0.0,1.0,0,20,60,20.86423538063244,0.0,20.86423538063244,-1362.269250681642,-1193.5072269303469,-998.2212694057089,-898.2372451938382
0.1,0.3,0.3,20,60,10,1,0,0,20,29934.882003341347,29934.882003341347,0.0,15137,15137,0,1.0,1.0,1.0,0.0,20,0,60,22.734715295934453,22.734715295934453,0.0,-1464.6291269299772,-1193.2104939821193,-1046.7311978266534,-949.1399043035204
0.1,0.3,0.3,20,60,20,0,1,3,16,8632.475173484236,0.0,8632.475173484236,4937,0,4937,1.0,0.8880000000000001,0.0,0.8880000000000001,0,20,60,26.012976729153202,0.0,26.012976729153202,-8.833720387205716,-25.341957681534154,-21.967550846906164,-32.08303359312066
0.1,0.3,0.3,20,60,20,1,3,1,16,17814.340709426284,17814.340709426284,0.0,6480,6480,0,0.9633711993091876,0.8274999999999999,0.8274999999999999,0.0,20,0,60,29.525074259723382,29.525074259723382,0.0,-14.965908421888422,-14.526965973773251,-11.025305324481828,-5.732409719922067
0.1,0.3,0.3,20,60,30,0,2,0,18,14137.691370148501,0.0,14137.691370148501,5910,0,5910,0.9537962100126017,0.8975,0.0,0.8975,0,20,60,19.840046503204398,0.0,19.840046503204398,-103.38754350161656,-98.20688000245855,-95.26308588372146,-119.20687422460824
0.1,0.3,0.3,20,60,30,1,1,1,18,24682.53102517326,24682.53102517326,0.0,8523,8523,0,0.943190557135961,0.9395,0.9395,0.0,20,0,60,20.05995846065699,20.05995846065699,0.0,-11.718389888767561,-10.55585446319057,-25.16912437336927,-61.9946012070468
0.1,0.3,0.3,20,90,10,0,2,1,17,21055.5741812995,0.0,21055.5741812995,11107,0,11107,1.0,0.89,0.0,0.89,0,20,90,26.123691537220953,0.0,26.123691537220953,-18.393776748610065,-26.45160979420268,-57.238640525510476,-106.44748168738886
0.1,0.3,0.3,20,90,10,1,9,0,11,15708.01026540864,15708.01026540864,0.0,5727,5727,0,1.0,0.5660000000000001,0.5660000000000001,0.0,20,0,90,33.56750541125541,33.56750541125541,0.0,1.6636460939117725,6.361577625366323,2.251581338939495,-58.88125301715931
0.1,0.3,0.3,20,90,20,0,13,1,6,6013.811373433367,0.0,6013.811373433367,2882,0,2882,0.8393389628742408,0.35549275052769447,0.0,0.35549275052769447,0,20,90,27.60958485958486,0.0,27.60958485958486,11.665004830331732,12.52281094181437,10.885613220014903,1.2370778834100165
0.1,0.3,0.3,20,90,20,1,3,0,17,42205.4649470706,42205.4649470706,0.0,15172,15172,0,0.9974999999999999,0.8590769495289058,0.8590769495289058,0.0,20,0,90,38.032871148188086,38.032871148188086,0.0,0.8341688472433972,-14.071931092203215,-19.78757411980726,-20.13523576065535
0.1,0.3,0.3,20,90,30,0,0,0,20,17447.38834090926,0.0,17447.38834090926,10310,0,10310,0.912533936964414,0.9949999999999999,0.0,0.9949999999999999,0,20,90,24.344737831612832,0.0,24.344737831612832,-129.94874691780558,-184.042249617548,-284.97861741166264,-384.30088119805595
0.1,0.3,0.3,20,90,30,1,3,1,16,35824.719791785465,35824.719791785465,0.0,14866,14866,0,0.9177065126947734,0.8595993490657611,0.8595993490657611,0.0,20,0,90,34.79892463381428,34.79892463381428,0.0,-15.155296040402526,-19.767558211509346,-32.30388880842733,-33.232289252337864
0.1,0.3,0.3,20,150,10,0,18,0,2,1563.4172544135984,0.0,1563.4172544135984,1225,0,1225,0.001000000000000001,0.1,0.0,0.1,0,20,150,52.13636363636363,0.0,52.13636363636363,0.5028979928615946,-12.375136245032138,-43.70029607719097,-66.7508465467653
0.1,0.3,0.3,20,150,10,1,2,0,18,47587.22329785529,47587.22329785529,0.0,22023,22023,0,1.0,0.9,0.9,0.0,20,0,150,48.407492245682135,48.407492245682135,0.0,-12.07838540278997,-39.87543352838304,-88.79552579863298,-154.19240193181196
0.1,0.3,0.3,20,150,20,0,20,0,0,1398.6739457385202,0.0,1398.6739457385202,852,0,852,0.007999999999999997,0.037,0.0,0.037,0,20,150,44.583333333333336,0.0,44.583333333333336,-34.5812595078223,-32.430450105113295,-29.781232043276333,-26.65603917985524
0.1,0.3,0.3,20,150,20,1,5,1,14,33082.72214583318,33082.72214583318,0.0,14240,14240,0,0.9960000000000001,0.7355,0.7355,0.0,20,0,150,50.919437476055116,50.919437476055116,0.0,8.213412043115696,-12.830888252374983,-17.656289657022562,-29.684797130316582
0.1,0.3,0.3,20,150,30,0,2,1,17,26259.031582454514,0.0,26259.031582454514,13537,0,13537,0.9643554390199954,0.9084272791931749,0.0,0.9084272791931749,0,20,150,38.631720707411496,0.0,38.631720707411496,-8.197917045368825,-16.554839531822807,-13.510871759388408,-19.684360119495324
0.1,0.3,0.3,20,150,30,1,1,0,19,77366.52149418274,77366.52149418274,0.0,26305,26305,0,0.9226666666666667,0.9564999999999999,0.9564999999999999,0.0,20,0,150,52.48169485500823,52.48169485500823,0.0,-27.661105552607978,-42.55058487774596,-74.4802679392362,-121.11416610584405
0.1,0.3,0.3,50,60,10,0,4,4,42,33957.58767458207,0.0,33957.58767458207,13779,0,13779,1.0,0.889686955626441,0.0,0.889686955626441,0,50,60,27.494118683249113,0.0,27.494118683249113,-101.15387885340795,-97.57650126428308,-101.53069226004192,-118.75576062255726
0.1,0.3,0.3,50,60,10,1,2,3,45,63660.8829488818,63660.8829488818,0.0,32412,32412,0,0.859,0.9314,0.9314,0.0,50,0,60,35.434612571135986,35.434612571135986,0.0,-99.8873624969018,-98.54575567869449,-93.71685064115991,-89.6461341017872
0.1,0.3,0.3,50,60,20,0,30,8,12,6016.799646531267,0.0,6016.799646531267,2474,0,2474,0.4507032465150417,0.37649515381616055,0.0,0.37649515381616055,0,50,60,20.2716049382716,0.0,20.2716049382716,51.2761837800395,22.943157666690894,27.578449524495085,32.73521051360092
0.1,0.3,0.3,50,60,20,1,1,0,49,118325.46862642694,118325.46862642694,0.0,50426,50426,0,0.8320000000000001,0.9790000000000001,0.9790000000000001,0.0,50,0,60,33.82629847870472,33.82629847870472,0.0,-349.6152966547945,-346.55492796770443,-343.37358991036047,-339.7996935606151
0.1,0.3,0.3,50,60,30,0,1,0,49,33283.9920655149,0.0,33283.9920655149,15989,0,15989,0.9300207001915516,0.9672137188938398,0.0,0.9672137188938398,0,50,60,24.600378476398888,0.0,24.600378476398888,-189.27405452203058,-188.73022895669195,-187.39003450819007,-196.1858356884636
0.1,0.3,0.3,50,60,30,1,5,0,45,79571.79797842525,79571.79797842525,0.0,39616,39616,0,0.7283333333333333,0.9022,0.9022,0.0,50,0,60,36.408534903293926,36.408534903293926,0.0,-62.054847832490296,-64.96216580816007,-64.17294542148113,-60.07767740255201
0.1,0.3,0.3,50,90,10,0,38,7,5,8682.09582660828,0.0,8682.09582660828,3860,0,3860,0.4349999999999998,0.21551820573552496,0.0,0.21551820573552496,0,50,90,25.19490740740741,0.0,25.19490740740741,6.1460856815798905,11.177262153734631,7.715077732233013,12.099467317597842
0.1,0.3,0.3,50,90,10,1,15,2,33,47530.107968909964,47530.107968909964,0.0,20978,20978,0,0.96,0.6918000000000001,0.6918000000000001,0.0,50,0,90,41.18532061602022,41.18532061602022,0.0,28.711345419347126,19.9905386272346,25.25151075414894,23.63674333085305
0.1,0.3,0.3,50,90,20,0,8,1,41,52673.89713573957,0.0,52673.89713573957,27882,0,27882,0.9925,0.8546371921665797,0.0,0.8546371921665797,0,50,90,29.156389651452013,0.0,29.156389651452013,-11.354833621526595,-32.83025370550713,-35.95989543079499,-83.34269813782817
0.1,0.3,0.3,50,90,20,1,9,0,41,89462.31590021649,89462.31590021649,0.0,35575,35575,0,0.9244999999999999,0.8230000000000001,0.8230000000000001,0.0,50,0,90,42.72148464633883,42.72148464633883,0.0,-4.614704126332512,-20.40238759551984,-15.612717938403833,-22.328855918402283
0.1,0.3,0.3,50,90,30,0,42,2,6,4388.1531806184885,0.0,4388.1531806184885,2438,0,2438,0.23963585958863703,0.15942155005280872,0.0,0.15942155005280872,0,50,90,42.08888888888889,0.0,42.08888888888889,7.170108044588176,0.8093426850798267,3.051940537811163,6.723116627355722
0.1,0.3,0.3,50,90,30,1,9,1,40,98766.68744848653,98766.68744848653,0.0,36032,36032,0,0.8569999999999998,0.8309758719719903,0.8309758719719903,0.0,50,0,90,39.918239670447015,39.918239670447015,0.0,12.544252214397687,-22.54599699811027,-33.23377554063856,-35.63857116570483
0.1,0.3,0.3,50,150,10,0,25,1,24,36599.81748275268,0.0,36599.81748275268,17106,0,17106,0.976,0.507725769911755,0.0,0.507725769911755,0,50,150,45.94716899560577,0.0,45.94716899560577,24.377649991036733,20.048007430003665,16.37292342685565,16.58405695640731
0.1,0.3,0.3,50,150,10,1,10,0,40,86824.80427103587,86824.80427103587,0.0,42167,42167,0,0.9460000000000001,0.8096000000000001,0.8096000000000001,0.0,50,0,150,53.943987638439104,53.943987638439104,0.0,12.836441931612512,-44.09911179177416,-75.85330840320651,-94.99187399667036
0.1,0.3,0.3,50,150,20,0,7,2,41,85600.72709737998,0.0,85600.72709737998,37679,0,37679,0.8574999999999999,0.8412589641645042,0.0,0.8412589641645042,0,50,150,55.36378890968042,0.0,55.36378890968042,-34.191353509267,-79.20051668880316,-105.76594411278052,-136.5948910702005
0.1,0.3,0.3,50,150,20,1,7,0,43,165827.67216868914,165827.67216868914,0.0,58972,58972,0,0.9095000000000001,0.8664000000000001,0.8664000000000001,0.0,50,0,150,58.30696847077063,58.30696847077063,0.0,-35.65282594074142,-67.80315019370076,-97.27728112645642,-95.95379863687506
0.1,0.3,0.3,50,150,30,0,43,0,7,8311.604307607235,0.0,8311.604307607235,4874,0,4874,0.1805318079460578,0.1728,0.0,0.1728,0,50,150,75.22619047619048,0.0,75.22619047619048,7.745942149123962,-10.238814574060882,-4.872834086181115,-7.778706928960474
0.1,0.3,0.3,50,150,30,1,8,1,41,123664.95541352556,123664.95541352556,0.0,49837,49837,0,0.8856666666666666,0.8376,0.8376,0.0,50,0,150,51.23534166468945,51.23534166468945,0.0,-17.858034557700776,-34.324844844260625,-52.09884648711095,-60.38551319027181
0.1,0.3,0.3,100,60,10,0,40,12,48,24356.78928156472,0.0,24356.78928156472,9218,0,9218,1.0,0.5606814619982632,0.0,0.5606814619982632,0,100,60,19.23292517006802,0.0,19.23292517006802,11.948316217750488,6.794582532652896,7.125865987894173,9.421931173979374
0.1,0.3,0.3,100,60,10,1,9,1,90,109186.41393602347,109186.41393602347,0.0,133230,133230,0,0.4979999999999998,0.9081999999999999,0.9081999999999999,0.0,100,0,60,51.98574018089622,51.98574018089622,0.0,-93.62197033522455,-105.57231972296802,-116.15896536375163,-124.12047410576577
0.1,0.3,0.3,100,60,20,0,22,10,68,22590.335277387683,0.0,22590.335277387683,14161,0,14161,1.0,0.7432789141141116,0.0,0.7432789141141116,0,100,60,31.720368757259,0.0,31.720368757259,-14.808621300155409,-31.394946050473067,-27.454431483767763,-22.52135160154316
0.1,0.3,0.3,100,60,20,1,3,3,94,180466.62550833152,180466.62550833152,0.0,149782,149782,0,0.4389999999999999,0.9567087728289093,0.9567087728289093,0.0,100,0,60,47.59178897127477,47.59178897127477,0.0,-269.54569105154826,-272.66651390823995,-279.4216514318621,-282.8644044652019
